"Pit","Tit","Yit"
105343.691546014,21268.3946918002,126612.086237814
45294.7577544431,-39220.7370487515,6074.02070569163
28146.4094289506,-55366.566531823,-27220.1571028725
22078.5933281296,-60036.2871811354,-37957.6938530058
66905.441092518,-13712.177699127,53193.263393391
75095.5196652724,-5142.05913240732,69953.460532865
46118.7710571183,-33942.0229857944,12176.7480713238
49715.2120963735,-29464.2258360814,20250.9862602921
17666.0453525334,-60749.3206455087,-43083.2752929753
7113.16992926121,-69801.0456218854,-62687.8756926242
51031.4617581527,-24141.4277627591,26890.0339953936
44145.9209527235,-30403.3251525693,13742.5958001542
73759.6270521867,-13.3751786861532,73746.2518735006
81531.7781661021,7788.07763672538,89319.8558028275
63650.3687686125,-10226.6818362104,53423.6869324021
311862.997723572,238283.094734847,550146.092458419
78817.3356107612,-445.857383094814,78371.4782276664
140405.53226064,61200.5312514406,201606.06351208
63738.4973110247,-16878.8197461821,46859.6775648426
66875.5388827408,-13280.2941698185,53595.2447129222
38721.6534622297,-41057.1943755109,-2335.54091328126
105487.877501453,26756.4370375274,132244.314538981
44871.7547737514,-34454.0062207045,10417.7485530469
100423.688051729,21985.3123804571,122409.000432186
128987.857906521,50069.3758245892,179057.23373111
54363.6986073565,-25715.7213640084,28647.9772433482
26441.6524530374,-52959.4052442519,-26517.7527912145
46749.8006862133,-31321.8876925447,15427.9129936686
53723.3722234573,-23543.0306225149,30180.3416009424
110576.152046579,33924.5119616408,144500.664008219
341170.6563295,263754.66315058,604925.319480081
326601.180720589,242895.218065562,569496.398786151
34331.6737501943,-55141.9446241104,-20810.270873916
49819.8631942398,-38242.1799431208,11577.683251119
341162.766606592,254091.82353777,595254.590144362
80013.4846416311,-13094.7011856772,66918.783455954
17411.9194271038,-75307.0676757934,-57895.1482486896
105343.858907486,14515.8884687101,119859.747376197
86095.307458139,-4998.47728441002,81096.830173729
28805.1512312276,-62092.2573978434,-33287.1061666158
84880.7768907139,-4444.86054250564,80435.9163482082
42678.853853106,-46467.6764125038,-3788.82255939778
46185.3296852627,-41768.1110534594,4417.2186318033
142484.086458962,55604.0507809799,198088.137239942
66844.5930247856,-21301.9862996391,45542.6067251465
149568.955207655,62005.0060674261,211573.961275081
41765.2723013988,-47220.4470357424,-5455.17473434357
48672.9483425036,-39102.9286419457,9570.01970055789
82031.7922473941,-4726.15936883752,77305.6328785566
326596.162602782,240008.540786375,566604.703389158
326586.951162962,234314.407934366,560901.359097328
114006.647452552,16177.0967434967,130183.744196049
37506.8255068096,-60613.0925788245,-23106.2670720148
65016.0506487841,-31560.5979162211,33455.452732563
91206.2273093411,-4534.35331511718,86671.8739942239
34639.898694136,-60896.0875300164,-26256.1888358804
49710.9316749466,-44267.9684058351,5442.96326911154
21124.8559683059,-71709.4929483872,-50584.6369800814
60800.686746682,-30229.9052834436,30570.7814632385
90015.3956644863,-216.97614352126,89798.4195209651
49796.5501646593,-40352.9967955519,9443.55336910742
24643.7453156392,-64457.8951592181,-39814.1498435789
311877.354382597,224389.260448949,536266.614831545
33382.3427709924,-59420.0189156734,-26037.676144681
48062.9726891589,-43232.7942145337,4830.17847462521
45293.6341678493,-44879.4463262041,414.187841645253
10634.7319529868,-78389.6643787714,-67754.9324257846
33398.2226363192,-53671.8850347249,-20273.6623984057
64499.9986821162,-21206.3361997283,43293.6624823879
94989.9002860064,9867.07996918758,104856.980255194
35010.7262304005,-50289.0810743537,-15278.3548439531
44888.1492670715,-39147.9474301079,5740.20183696358
70017.7163659065,-13011.3555436434,57006.3608222631
58203.5011079855,-24440.4601641559,33763.0409438296
61772.2222426263,-20233.8590962966,41538.3631463297
152379.701318902,70931.3404242819,223311.041743183
41490.212468327,-41602.1398458352,-111.927377508204
105337.972720888,23298.7076258503,128636.680346739
86511.4457141153,3973.70260202641,90485.1483161417
51310.8041534971,-31270.2450252697,20040.5591282274
35201.3158754573,-46558.9495166751,-11357.6336412178
88608.9329984671,8021.56672090708,96630.4997193742
21128.419984746,-59593.1502149295,-38464.7302301836
23965.6675529066,-55266.1297904927,-31300.462237586
69108.4737689325,-8742.95458766007,60365.5191812724
7531.18596153964,-70065.0348238078,-62533.8488622682
59656.7642423429,-16199.9732188908,43456.7910234521
20994.2910241671,-54422.8802033791,-33428.5891792119
54569.1297760166,-19492.4609456606,35076.668830356
36784.9287497924,-36758.2303829249,26.6983668675748
45082.9412982864,-27539.8775380668,17543.0637602196
106048.050598424,34120.396946694,140168.447545118
79848.7665432948,7140.66485572953,86989.4313990243
83038.5581723773,10199.0428174356,93237.6009898129
152387.523637833,79351.6094623453,231739.133100178
105336.087025592,30439.2782152701,135775.365240862
110574.472447047,34988.7761034431,145563.24855049
29539.1777717962,-46833.0600637393,-17293.8822919431
20285.2143281441,-54908.9299698107,-34623.7156416666
20296.2621156854,-53543.9820119404,-33247.7198962551
40151.2367944065,-32361.6225469585,7789.61424744801
72077.2557123539,390.919413818514,72468.1751261724
84874.4138887406,13222.159933285,98096.5738220256
77730.8157337034,5787.47182536332,83518.2875590667
26724.7500721691,-45319.7806225931,-18595.0305504241
110571.001300506,39663.7307917446,150234.73209225
42678.5664848146,-29144.3709196516,13534.195565163
50931.472711723,-20148.9288022313,30782.5439094917
98711.683699383,28152.7135674811,126864.397266864
43284.9986861709,-27909.3229373022,15375.6757488686
128818.204843758,58321.3882135653,187139.593057323
39778.9230008252,-32080.2558442874,7698.66715653777
49914.5436339165,-21127.2770098329,28787.2666240836
148945.548617408,78441.2496593006,227386.798276709
311869.453007713,239526.388977235,551395.841984948
34563.8677193402,-43488.5313242505,-8924.66360491027
58422.1070127741,-18529.3382371771,39892.7687755971
70957.984383713,-5508.00221222346,65449.9821714895
25332.9250538952,-50940.9329740475,-25608.0079201523
36793.5301714066,-38217.2904868251,-1423.76031541847
20035.8947631288,-54010.6843123803,-33974.7895492516
35250.873119885,-37459.9277404588,-2209.05462057381
25024.6030581073,-46741.3490913767,-21716.7460332694
38737.2786131375,-31870.6285745231,6866.65003861436
72508.4202965052,2702.94648706635,75211.3667835716
109239.49972173,39413.0546490334,148652.554370764
45593.1666387595,-25135.690341831,20457.4762969285
306999.982661268,236907.876655037,543907.859316305
