,person,year,labinc,wt,age,hours,male,married,pp
38617,6488,2010,40000.0,273085,52,2080,1,1,1
38618,69,2006,129834.2,754933,41,2704,1,1,1
38619,3837,2004,39637.59,615849,41,2184,0,1,1
38622,2012,2006,34622.45,546536,45,2600,0,1,1
38626,1921,1991,37475.88,622282,32,2480,0,0,1
38627,4765,2008,74970.15,637692,44,3068,1,0,1
38628,7198,2004,39249.71,265250,43,2080,0,1,1
38629,28,1990,43395.55,717820,26,2215,0,0,1
38630,4452,2010,53000.0,746493,45,1976,0,1,1
38633,3960,2004,40404.11,192200,41,2080,0,1,1
38635,7945,2012,13297.55,104649,49,2080,0,0,1
38637,3745,1996,27110.39,628902,35,2080,1,0,1
38638,6159,1989,56304.01,177496,26,2080,0,1,1
38640,2012,2004,37580.44,549538,44,2600,0,1,1
38641,5477,2004,34632.09,444589,43,2444,0,1,1
38642,6893,2010,51000.0,155704,48,1976,0,0,1
38643,5021,2012,40842.47,735443,52,2080,1,0,1
38645,11956,2012,79785.3,654329,49,2496,1,1,1
38647,8863,2012,53665.11,106634,52,5720,1,1,1
38648,2642,2012,96882.15,598131,50,2340,1,1,1
38651,3364,1994,17655.0,579028,34,2055,0,1,1
38652,7964,2010,85000.0,179885,46,2340,1,1,1
38654,6227,2004,23088.06,168089,43,1772,0,0,1
38656,7964,2008,70917.71,168609,44,2340,1,1,1
38657,2567,2012,70917.71,710690,50,1560,0,0,1
38659,5338,2004,15007.24,535793,42,2080,0,0,1
38661,7967,2006,43278.06,254709,46,2080,0,1,1
38662,1629,2014,74622.04,589945,53,2340,0,1,1
38663,7652,2010,56100.0,128487,45,1760,0,0,1
38664,4097,1998,49845.98,511474,36,4300,0,1,1
38667,650,2014,45141.73,555777,54,2340,0,1,1
38668,6823,2010,117000.0,171337,45,3760,0,0,1
38669,3111,1996,40318.02,555691,35,2080,0,0,1
38672,5306,2012,34193.7,686494,48,2340,1,1,1
38673,2746,2014,36850.39,593350,55,2080,0,0,1
38674,7967,2004,35786.5,266772,44,2080,0,0,1
38676,9332,2012,66487.75,228787,55,2080,0,0,1
38677,6893,2012,56039.67,159388,51,2080,0,0,1
38683,9513,2004,78499.41,122851,41,2912,1,1,1
38688,344,2010,14000.0,622451,50,832,0,1,1
38689,7818,2006,38950.26,299430,48,1560,0,1,1
38691,11949,1996,22661.51,634918,32,2080,0,1,1
38692,6893,2004,48484.93,153503,43,1976,0,0,1
38693,9012,2010,48484.93,189410,51,2860,0,0,1
38694,9332,2006,59507.34,241628,49,2080,0,0,1
38695,4097,1996,50049.95,498089,34,2600,0,1,1
38696,5701,2004,109091.1,616588,40,2548,0,1,1
38698,6893,2006,45441.96,151719,45,1924,0,0,1
38701,2746,2010,30000.0,551416,49,2080,0,1,1
38702,4753,2008,33432.63,647317,49,2080,0,1,1
38703,4513,2006,51933.68,131686,47,2340,1,0,1
38706,279,2006,69785.88,631890,43,2184,1,0,1
38707,1402,2008,111442.1,127926,45,2350,0,0,1
38708,3979,2010,312324.0,1467661,51,2652,1,1,1
38709,9332,2008,59773.5,220487,50,2080,0,0,1
38711,3890,2008,311858.6,556091,44,2860,1,1,1
38715,3960,2012,37993.0,199741,49,2080,0,0,1
38716,2156,2012,47966.16,796365,48,2028,0,0,1
38717,4213,2014,165826.8,265724,52,2340,1,1,1
38720,11786,1996,55611.06,218058,32,1820,0,0,1
38722,11956,2004,77345.02,638477,41,2392,1,1,1
38723,11958,2006,81146.37,807046,42,1820,0,0,1
38725,3637,2008,52377.79,622385,49,2080,0,1,1
38726,8863,2010,37219.0,102957,49,3132,1,1,1
38727,69,2010,146000.0,801091,45,2340,1,1,1
38728,12128,2010,37000.0,554688,48,2080,0,1,1
38732,5705,1989,28152.01,574033,29,2080,0,0,1
38733,12128,1996,30586.08,471583,34,2080,0,1,1
38734,5306,2004,33477.69,607347,40,2600,1,1,1
38736,5306,2006,32242.16,632408,42,2340,1,1,1
38737,474,2014,32244.09,604616,53,2080,0,0,1
38738,5750,1994,52938.51,95634,35,2395,1,1,1
38741,3091,1998,40134.72,720888,33,2496,0,0,1
38743,11845,1996,44488.85,116307,35,2600,0,1,1
38746,2567,2008,43278.06,645949,45,1820,0,0,1
38747,2567,2014,43278.06,757280,52,2080,0,0,1
38748,6353,1988,16594.24,107598,28,2080,0,0,1
38749,9012,2004,41558.52,200113,45,3120,0,0,1
38756,9007,1989,39764.71,112452,29,3452,0,0,1
38757,4821,2008,107389.7,607975,43,2496,0,1,1
38758,6823,2014,110551.2,176181,50,2970,0,0,1
38759,8863,2004,26551.27,102565,44,2835,1,1,1
38761,4452,2012,53190.2,848262,48,1976,0,1,1
38762,9012,2006,45441.96,196079,47,2860,0,0,1
38764,4753,2010,34000.0,647647,51,2080,0,1,1
38765,474,2012,30394.4,591732,51,2080,0,0,1
38767,9012,2008,45589.96,186225,49,2800,0,0,1
38768,1514,1986,55666.12,696417,26,2220,0,0,1
38769,1514,1987,63340.06,695413,27,2080,0,0,1
38770,2033,1992,62170.66,545586,29,2765,1,0,1
38778,3459,1992,43519.46,479545,29,2340,0,1,1
38779,2435,1992,24868.26,484772,29,2432,0,0,1
38782,1290,2006,38950.26,209744,47,2080,0,0,1
38783,1514,1996,54915.92,799447,36,2600,0,0,1
38784,1794,2006,38846.39,582949,43,2080,0,1,1
38785,8982,1988,13699.47,159235,25,2080,0,0,1
38788,4166,1994,26482.5,651629,34,3030,1,0,1
38790,5985,1990,25035.89,215756,28,2080,0,1,1
38794,1794,2008,41099.85,588218,46,2080,0,1,1
38795,2341,1986,45725.74,505035,25,1976,1,0,1
38799,4550,1994,39723.75,790924,36,2756,1,1,1
38801,5033,1988,70064.58,566032,28,2080,1,1,1
38804,1794,2010,42000.0,583627,47,1920,0,1,1
38807,2435,1993,30188.75,494982,30,2294,0,0,1
38808,1514,2000,46859.39,809880,40,2080,0,1,1
38813,9281,1988,20281.85,121794,25,2104,0,0,1
38816,2706,1993,9056.625,95419,31,1320,0,0,1
38822,5698,1986,51689.97,188051,28,2080,1,1,1
38823,8013,1992,17096.93,103049,33,2090,0,1,1
38824,6176,1988,28578.97,174824,27,2080,1,0,1
38836,133,1990,40057.43,577286,27,2008,0,1,1
38849,6176,1987,17274.56,177970,25,2000,1,0,1
38851,6176,1989,35190.01,173000,28,1990,1,0,1
38856,5698,1989,43987.51,184646,32,2080,1,1,1
38859,2435,1991,25624.54,492389,28,2090,0,1,1
38861,1797,1993,16422.68,529189,30,2080,0,0,1
38865,5698,1988,49782.73,186454,30,2080,1,1,1
38868,10437,1987,19193.96,156985,29,2080,0,1,1
38869,2341,1987,48944.59,525840,26,1935,1,0,1
38874,1290,2004,34632.09,214059,46,2080,0,0,1
38876,5698,1984,31473.55,183027,26,1920,1,1,1
38886,1514,1989,49266.01,713269,29,2080,0,0,1
38894,10365,1986,15904.61,109814,25,1940,0,0,1
38898,4766,1990,20028.72,416257,29,2340,0,1,1
38899,8408,2006,21639.03,108745,42,2424,0,1,1
38903,4142,1987,17965.54,507910,25,1440,0,1,1
38904,4532,1984,54554.14,137629,25,2080,1,0,1
38906,1058,1994,32367.5,155873,30,2080,1,0,1
38908,1478,2012,40842.47,1322648,54,2340,0,0,1
38910,4865,1993,16754.76,534388,29,1628,0,1,1
38911,6735,1990,28374.01,200184,31,1990,1,1,1
38912,88,1990,36719.31,288982,33,2220,1,0,1
38915,10340,2008,38498.18,107587,45,1976,0,0,1
38916,4865,1989,15835.5,535743,25,1634,0,1,1
38917,7246,1991,37636.04,99118,30,2080,0,0,1
38921,1443,1998,18729.54,617384,35,2481,0,1,1
38922,3565,1990,30043.07,667024,33,2080,0,0,1
38925,2987,1990,10224.46,665464,32,1950,0,0,1
38926,8152,2000,50658.8,115979,38,2080,0,1,1
38929,1172,2008,21072.69,1071605,48,2080,0,1,1
38930,1082,2004,86580.23,773092,41,2080,0,1,1
38931,1339,1991,14990.35,553394,28,2120,0,0,1
38932,12179,1992,41965.19,110613,31,1930,1,1,1
38933,1172,2010,20400.0,1111800,50,2080,0,1,1
38938,3790,2012,26595.1,666195,52,2080,0,0,1
38939,4413,1991,32030.67,91074,27,1545,0,0,1
38941,27,2014,42377.95,788044,54,1280,0,1,1
38943,475,2010,25000.0,852835,45,1920,0,0,1
38946,8142,1988,27657.07,108305,27,2470,1,0,1
38954,9901,1988,77439.8,133824,30,3540,1,0,1
38955,7198,2012,43691.95,275878,51,2080,0,1,1
38956,950,1998,33445.6,555024,34,2080,0,1,1
38957,2104,1993,14704.94,659280,36,1685,0,1,1
38958,1476,1994,36781.25,680823,30,2080,1,1,1
38959,4142,1991,20019.17,521826,29,2080,0,0,1
38960,3662,1993,13584.94,564924,35,2080,0,1,1
38961,3424,2004,35786.5,682932,46,2080,0,0,1
38967,7885,2000,5065.88,207595,41,1300,0,1,1
38971,7322,2012,47491.25,220251,48,2080,0,0,1
38972,2012,1996,26137.2,504319,35,2080,0,1,1
38976,5134,2008,50655.51,636080,45,4165,0,0,1
38977,4046,1992,49736.52,789945,32,3235,1,1,1
38978,2285,2000,50658.8,848303,43,2080,0,1,1
38979,9653,1987,42226.71,86143,25,2276,0,0,1
38981,4703,1990,48402.73,508460,30,1820,0,0,1
38984,1553,1998,32107.77,581088,38,2160,0,1,1
38986,4026,1993,33207.63,585159,30,2000,0,1,1
38987,3468,1986,28429.48,642512,27,2144,1,0,1
38989,49,1990,32045.95,643333,32,1092,0,1,1
38990,8149,1992,21293.45,129700,33,800,0,1,1
38991,849,2014,22202.36,707517,54,2080,0,0,1
38993,1082,2000,69655.85,744441,37,1900,0,1,1
38995,9659,1989,25512.76,69641,27,2385,0,0,1
38996,6353,1989,17419.05,106337,29,2080,0,0,1
38997,2243,2000,37994.1,506376,39,1560,0,1,1
38999,3793,2008,60786.61,682332,49,2431,0,1,1
39003,5574,1986,27819.14,477112,26,1820,0,0,1
39007,3770,1989,28152.01,515352,28,2080,0,1,1
39010,12292,1985,44588.03,84740,25,1960,0,0,1
39015,5698,2006,48687.82,1069837,48,2080,1,1,1
39019,2104,1994,20597.5,668844,37,2125,0,1,1
39021,12243,1985,23307.38,89223,26,2040,0,1,1
39022,1142,1990,83452.98,160576,32,1710,1,1,1
39024,465,2014,13818.9,662827,51,1456,0,1,1
39028,49,1987,32629.73,656289,28,1302,0,1,1
39029,7846,1991,26425.3,202779,27,2080,0,0,1
39030,8742,1989,31671.01,78591,29,2175,0,1,1
39033,528,1993,30188.75,549205,29,2268,0,1,1
39037,839,1998,22743.01,205450,38,2912,0,1,1
39038,7485,2004,20779.26,231469,41,1728,0,0,1
39040,465,1993,27169.88,536859,30,1888,0,0,1
39044,3463,1992,31085.33,519356,28,2080,1,0,1
39045,465,1992,24868.26,530495,29,2069,0,0,1
39046,2243,1992,12434.13,448795,31,818,0,1,1
39052,1046,1989,26392.51,565941,26,2080,1,0,1
39055,110,1986,37773.44,712947,28,1532,1,1,1
39058,179,2012,37993.0,684977,54,2080,0,1,1
39060,5698,2010,55000.0,1086298,52,2496,1,1,1
39062,10035,1990,24702.08,125118,28,1896,1,0,1
39063,839,1989,22873.5,198142,29,1680,0,1,1
39064,3673,1985,54721.67,525129,25,2285,1,0,1
39068,1181,1984,31473.55,710498,27,1840,0,1,1
39071,5797,1990,10014.36,89708,29,2560,0,0,1
39073,372,2012,28176.73,656765,51,2340,1,1,1
39078,3527,1987,25911.84,515824,26,2080,0,1,1
39082,7875,1987,32629.73,154426,29,2582,0,1,1
39083,10229,1988,29500.88,100461,28,1942,0,0,1
39084,465,2000,15197.64,593026,37,780,0,1,1
39085,849,2012,20896.15,686660,52,2080,0,0,1
39087,2285,1990,33381.2,770818,33,864,0,1,1
39089,2156,1993,24151.0,600528,29,2080,0,1,1
39090,5686,2008,41537.52,573037,45,2080,0,1,1
39092,12193,2004,30014.48,269418,46,2080,0,0,1
39094,8193,2014,78307.08,271429,55,2080,0,1,1
39101,950,2004,28860.08,622541,40,2080,0,1,1
39104,2928,2010,11000.0,724766,46,832,0,0,1
39105,2758,1998,11000.0,639196,33,1768,0,0,1
39107,1132,1994,39723.75,113057,32,1976,0,1,1
39108,2819,1996,15293.04,555986,37,1872,0,1,1
39111,1114,2010,42000.0,136218,49,2080,0,0,1
39112,2243,1998,29432.13,474083,37,1560,0,1,1
39114,7596,1996,48659.68,503386,33,3600,1,0,1
39116,2243,2006,32458.55,531611,44,1560,0,1,1
39117,1406,2006,24884.89,134700,45,2080,0,0,1
39118,4423,1998,28094.3,497870,36,1620,0,1,1
39122,10516,1993,39245.38,120241,29,2080,0,0,1
39123,2243,1989,15406.19,449956,28,832,0,1,1
39125,2243,1987,28790.94,451403,25,1052,0,1,1
39134,8110,1984,20562.72,89298,26,1280,0,0,1
39142,3858,1992,19428.33,536043,30,2080,0,0,1
39149,153,2006,22720.98,600329,43,1760,0,0,1
39151,2156,1994,17949.25,609970,30,1840,0,1,1
39154,1930,1993,39245.38,628628,31,2080,1,1,1
39156,27,2012,15231.39,764813,52,1220,0,1,1
39159,3770,1990,33381.2,523381,29,1955,0,1,1
39162,2121,1996,9731.936,659024,38,1296,0,1,1
39168,506,2008,44576.84,575539,47,2288,0,0,1
39169,465,1990,11015.79,529199,27,1424,0,0,1
39171,5614,2000,20263.52,205022,35,2080,0,1,1
39178,6313,2010,65000.0,116381,50,2080,0,1,1
39181,385,1996,41708.3,215482,35,1924,0,1,1
39185,3269,2004,11544.03,160709,46,560,0,0,1
39186,5195,1989,8797.502,476508,27,1200,0,0,1
39190,9259,1989,45747.01,117279,31,1498,0,1,1
39195,8160,2008,82061.92,81718,44,2080,0,0,1
39196,1469,2004,24242.47,1017401,46,2080,0,1,1
39198,4924,1984,22251.8,542099,25,2080,0,0,1
39199,49,1994,35221.72,651330,36,1765,0,1,1
39200,7337,2010,53000.0,108662,48,2080,0,0,1
39202,1003,2014,36850.39,712609,50,2600,1,1,1
39203,8001,1996,25024.98,203428,38,2184,0,0,1
39206,4924,1988,26919.55,556823,29,2122,0,0,1
39208,121,1996,25024.98,674654,31,2120,0,0,1
39215,3637,2004,61183.37,600784,46,2340,0,1,1
39218,3832,2004,50793.74,624464,42,2080,0,0,1
39220,9574,1991,32030.67,89615,31,2080,0,1,1
39223,2104,1996,27439.89,674616,39,2600,0,1,1
39228,1930,1994,39723.75,629334,33,2080,1,1,1
39232,3304,2014,35929.13,122021,53,2080,0,1,1
39234,6741,2010,30000.0,106502,48,2080,0,1,1
39236,528,1991,16015.33,535186,27,2515,0,1,1
39239,2162,1994,26776.75,560449,31,868,0,1,1
39242,12179,1991,52850.61,110408,30,1820,1,1,1
39243,242,1994,22068.75,673640,35,1768,0,0,1
39246,3720,1991,8007.6669999999995,621066,34,560,0,1,1
39247,7337,1996,31976.36,95358,34,1680,0,0,1
39249,5686,2012,61738.62,592896,50,2080,0,1,1
39252,474,1990,20028.72,523952,29,2080,0,1,1
39253,10335,2010,28000.0,122342,47,2080,0,0,1
39254,3514,1991,24023.0,534948,28,2080,0,1,1
39256,12027,1988,20281.85,506662,26,1560,0,1,1
39257,1003,2008,50655.51,647940,43,2600,1,1,1
39262,8048,2008,11144.21,331807,43,1560,0,0,1
39270,11873,1992,37302.39,639537,32,2080,0,1,1
39271,8910,1991,15791.12,66417,27,1701,0,1,1
39275,7856,2004,15007.24,118606,41,2236,0,1,1
39277,3790,2006,23855.95,662856,46,2080,0,0,1
39279,7397,1994,61792.49,194774,34,2740,0,0,1
39281,892,1991,36835.27,548672,29,2360,0,0,1
39282,5821,1993,34717.06,191398,36,2080,0,1,1
39283,4099,1989,14076.0,549699,25,2080,0,0,1
39286,967,1994,30896.25,501467,31,1600,0,1,1
39288,2214,2010,18000.0,194603,46,2080,0,1,1
39289,3287,1991,52850.61,521796,28,2107,0,0,1
39290,2819,1998,14716.06,552785,39,1872,0,1,1
39292,29,1989,36949.51,670934,28,2166,0,0,1
39293,6693,1990,52408.47,109263,29,1872,0,1,1
39295,3637,1992,23314.0,538891,34,2304,0,1,1
39296,1082,2006,75736.61,777566,43,2184,0,1,1
39300,2243,2008,32419.52,526668,46,1872,0,1,1
39305,3790,2010,25700.0,667853,50,2080,0,0,1
39306,7400,1989,22873.5,223585,28,500,1,1,1
39307,2335,1987,26871.54,719577,29,2080,1,1,1
39309,4753,1998,22743.01,539909,39,2080,0,0,1
39310,3020,2006,11685.08,533592,43,1820,0,1,1
39314,3750,1992,54399.32,476397,29,3882,1,0,1
39321,1629,1987,36468.52,467419,25,2080,0,1,1
39324,11778,1992,56755.59,172289,31,2080,0,0,1
39326,3111,1986,37773.44,529172,25,1996,0,1,1
39330,2104,2012,35713.42,797538,55,2080,0,1,1
39332,5053,2004,48484.93,630110,42,2080,0,0,1
39333,10158,2000,53191.74,95987,38,2340,1,1,1
39338,2121,1990,10014.36,652653,32,1308,0,1,1
39341,8000,1994,44137.49,181017,37,1740,0,1,1
39345,839,1991,27226.07,201824,31,1960,0,1,1
39347,712,2004,51948.14,810108,45,1872,0,1,1
39350,9117,1987,42226.71,143442,28,2080,0,1,1
39351,1913,1992,20516.32,659326,28,2000,0,1,1
39355,465,2006,12983.42,619413,42,1040,0,1,1
39357,1629,1994,55318.99,488105,32,2080,0,1,1
39359,9901,1986,39761.52,120873,27,2285,1,0,1
39360,10052,1989,12316.5,82133,32,1436,0,1,1
39362,1913,1994,18601.01,651444,30,3255,0,1,1
39364,1442,2010,47500.0,197297,46,2080,0,1,1
39367,5701,1991,52049.84,523782,27,2600,0,0,1
39370,4744,2004,13352.48,604649,44,1755,0,0,1
39373,4304,1988,25628.88,454734,26,2235,0,1,1
39374,7665,2008,18235.98,231625,51,2080,0,1,1
39378,465,2008,13170.43,614420,44,1040,0,1,1
39379,7806,2000,37994.1,211971,38,2184,0,1,1
39380,3680,1992,42742.32,530042,29,2789,1,0,1
39382,2064,1998,26756.48,672386,40,2080,0,0,1
39384,2748,1988,18438.05,581474,31,2080,0,1,1
39385,2748,1985,17227.19,558335,27,1820,0,1,1
39390,8149,1988,35954.19,138717,29,2080,0,1,1
39391,4319,2004,28860.08,91976,42,2080,0,1,1
39393,9619,1992,48182.26,247280,34,2495,0,0,1
39394,2156,1991,23222.23,609811,27,1920,0,1,1
39395,49,2012,69337.22,799655,54,2132,0,1,1
39396,276,2000,24366.88,550541,38,2080,0,1,1
39403,1003,2012,61738.62,711581,48,2600,1,1,1
39406,2503,1991,24023.0,646815,26,2160,0,0,1
39407,8916,2006,32458.55,91350,48,1560,0,1,1
39408,5741,1991,28827.6,84490,29,2080,0,1,1
39411,5614,2004,25396.87,211184,39,3451,0,1,1
39412,4981,1994,44137.49,98220,30,2340,0,0,1
39420,8149,1994,30160.62,134266,35,2080,0,1,1
39421,6735,1996,34061.77,209846,37,2120,1,0,1
39426,4560,1992,10413.58,598750,33,2296,0,0,1
39427,4560,2008,25949.8,730221,49,2080,0,0,1
39435,9259,1988,38719.9,122171,30,1454,0,1,1
39438,12255,1991,52479.05,142044,31,2512,1,0,1
39444,3514,1993,24151.0,537765,30,2080,0,1,1
39445,2921,1996,69513.83,747279,31,2080,1,0,1
39447,4538,2006,43278.06,711982,48,2080,0,1,1
39448,3020,2014,43278.06,578412,52,2080,0,0,1
39449,3308,1992,18651.2,189157,32,2622,0,0,1
39450,2066,1998,32107.77,560972,35,2080,0,1,1
39452,12025,1987,33381.2,495678,25,1724,0,1,1
39457,3324,1996,48937.73,244751,36,2040,1,0,1
39458,9619,1989,42228.01,245317,31,1943,0,0,1
39460,5370,1996,9731.936,581882,32,1515,0,1,1
39461,3350,1991,32030.67,459164,28,2880,0,0,1
39462,8152,1998,46823.84,108429,36,2080,0,1,1
39467,3108,1986,13320.11,553224,25,1010,0,1,1
39468,1058,1996,37537.46,157529,32,1300,1,0,1
39472,7337,2004,55411.35,105047,43,2080,0,0,1
39475,5370,2006,16229.27,621411,42,2600,0,1,1
39478,4703,2008,41537.52,574843,47,2080,0,1,1
39481,1046,1990,28374.01,576011,27,2080,1,0,1
39482,2758,2000,21529.99,725735,36,2080,0,0,1
39483,6741,2000,25329.4,111467,39,2080,0,1,1
39485,5821,1984,23080.6,182306,26,1352,0,1,1
39487,4981,1992,32639.59,94107,28,2120,0,0,1
39488,9675,2012,52240.37,109975,49,2600,0,0,1
39492,3249,1988,16594.24,603416,27,1976,0,1,1
39493,1851,1986,24606.41,157584,27,1664,1,0,1
39498,3020,2008,20262.2,538415,45,1872,0,1,1
39499,3655,1989,21114.0,434711,28,1800,0,1,1
39503,2104,1998,37508.57,697289,41,2080,0,1,1
39515,3662,1989,17595.0,565982,31,2131,0,0,1
39516,7337,2000,59524.09,99098,38,2600,0,0,1
39523,4774,2006,5193.3679999999995,651928,48,750,0,0,1
39529,5173,1992,43519.46,564999,33,2080,0,1,1
39530,9885,1996,30586.08,111606,38,2340,0,1,1
39531,5370,2008,15703.21,596313,44,2080,0,1,1
39532,4560,2006,22720.98,733734,47,2080,0,0,1
39533,3249,1998,30769.95,633208,36,2340,0,1,1
39534,2285,1998,60202.07,804502,41,3328,0,1,1
39535,3655,1996,27527.47,456892,35,2295,0,1,1
39543,6339,1990,46733.67,145124,29,2080,0,1,1
39544,8193,2012,66487.75,260130,53,2080,0,1,1
39547,5698,2004,46176.13,1072265,47,2080,1,1,1
39549,2162,1992,15542.66,546917,29,1947,0,1,1
39550,49,1993,41080.85,642344,35,1519,0,1,1
39553,9634,1996,31976.36,144133,36,2080,0,0,1
39556,2914,1994,30896.25,143434,33,2182,1,0,1
39569,4172,2012,36093.35,672241,50,1976,1,1,1
39576,4172,2014,39614.17,724829,52,2080,1,1,1
39583,3514,1994,22068.75,547744,31,2080,0,1,1
39585,5053,2006,64917.09,634534,43,2080,0,0,1
39600,8110,1986,27634.25,96539,28,2080,0,1,1
39606,5123,2012,35143.52,717383,52,2020,0,0,1
39609,3793,2012,94982.49,700655,54,2600,0,1,1
39610,3794,2004,27705.68,683016,40,1976,0,1,1
39612,1082,2008,86114.36,771297,45,2080,0,1,1
39616,8938,1990,26704.96,105811,31,1560,0,1,1
39619,3824,1989,22873.5,133902,28,2080,0,1,1
39620,3861,1996,25859.14,522130,32,2120,1,0,1
39622,3249,1993,25358.55,612735,32,2080,0,0,1
39624,3245,1993,19622.69,679665,30,1744,0,1,1
39627,6313,2012,63638.27,118276,52,2080,0,1,1
39630,4561,2008,27353.97,636545,44,2000,0,0,1
39632,2035,1998,21405.18,506773,35,2080,0,1,1
39633,7418,1996,20854.15,114445,32,1000,0,1,1
39635,3790,2008,25152.48,637045,48,2080,0,0,1
39637,5173,1994,42666.24,576319,35,2080,0,1,1
39638,12025,1991,12812.27,475452,29,952,0,1,1
39645,10516,1992,38856.66,122971,28,2080,0,0,1
39646,5575,2014,16343.15,580019,52,1360,0,0,1
39647,2243,1993,15094.38,458755,32,795,0,1,1
39650,3790,1996,10288.05,622097,36,2080,0,1,1
39651,12097,2000,63323.5,668080,37,2392,0,1,1
39652,3287,1993,67924.69,535464,30,2770,0,0,1
39654,4753,1986,13320.11,565426,27,1156,0,1,1
39657,4766,1988,5531.414000000001,411530,27,1063,0,1,1
39659,3790,2000,24536.59,630215,40,1976,0,0,1
39661,5173,1991,40038.34,565065,32,560,0,1,1
39665,3906,1988,16594.24,506662,26,2080,0,1,1
39668,950,2000,31661.75,582248,36,1664,0,1,1
39669,3308,1993,61886.94,186266,33,2912,0,0,1
39670,3308,1990,23366.84,184310,30,3549,0,0,1
39671,2243,1994,23366.84,471380,33,832,0,1,1
39672,436,2014,22110.23,805897,51,2080,0,1,1
39673,3308,1987,23032.75,182486,27,3688,0,0,1
39677,5701,1990,43395.55,529833,26,2652,0,0,1
39680,4319,1989,22873.5,79664,26,2080,0,0,1
39688,10471,1989,61582.51,87691,26,2604,1,0,1
39694,8001,2000,39260.57,222697,42,2340,0,1,1
39696,3143,1989,38709.01,511303,28,1645,0,0,1
39698,6741,2014,32244.09,112168,53,2080,0,1,1
39699,487,1987,24952.14,497693,26,1940,0,0,1
39700,121,1992,46627.99,641826,27,2400,0,0,1
39702,49,1992,38478.97,638537,34,1378,0,1,1
39704,4790,2010,23400.0,606967,45,1976,0,1,1
39708,10229,1989,32550.76,99284,29,1976,0,0,1
39709,7337,1988,25813.27,96096,26,1575,0,0,1
39711,6313,2004,41558.52,115183,44,2080,0,1,1
39713,12193,2012,47506.51,273775,55,800,0,0,1
39717,3706,1986,37773.44,810768,28,2170,1,0,1
39719,5797,1996,41708.3,91407,35,2600,0,0,1
39725,6893,1990,40057.43,139332,29,2968,0,0,1
39727,27,2010,16000.0,732350,49,964,0,1,1
39728,4594,1998,8026.943,590877,39,1674,0,1,1
39729,12128,1989,15835.5,473429,27,2080,0,1,1
39736,3020,2010,19000.0,534213,47,1976,0,1,1
39737,7586,1985,20267.29,93636,27,1680,0,0,1
39740,2748,1984,17835.01,570674,27,1820,0,1,1
39742,475,2008,21275.31,852835,43,2080,0,0,1
39744,1172,2014,19162.2,1142318,55,2080,0,1,1
39745,1629,1993,47094.45,475031,31,2080,0,1,1
39746,5225,2000,40527.04,520198,39,2184,0,1,1
39750,5458,2000,25329.4,509920,39,1040,0,0,1
39751,7337,2008,61799.72,104582,46,2080,0,0,1
39757,3680,1989,61582.51,519827,26,3315,1,0,1
39758,2928,2008,10911.2,710893,44,884,0,1,1
39760,2883,2014,31378.05,687746,53,1924,0,1,1
39762,3452,2010,24000.0,588827,46,1960,0,0,1
39764,8110,1985,26347.47,95167,27,2080,0,1,1
39765,3452,2012,24220.54,615091,49,2080,0,0,1
39769,11873,1993,36226.5,629655,33,2080,0,1,1
39770,3558,1989,17595.0,554361,26,954,0,1,1
39775,2243,1991,12812.27,448291,30,886,0,1,1
39776,5225,1989,22873.5,473708,28,1984,0,1,1
39777,527,1988,35954.19,628370,31,2250,0,0,1
39779,665,1996,19463.87,583067,31,1848,0,0,1
39782,6019,1998,30101.04,473344,39,2600,0,0,1
39795,2156,1992,25489.97,617350,28,2080,0,1,1
39797,5155,2010,30896.25,656371,45,2080,0,0,1
39799,4924,1985,25334.11,547887,26,2080,0,0,1
39808,2725,2014,15661.42,766172,50,722,1,0,1
39810,4099,1994,17655.0,556930,30,2400,0,0,1
39811,6955,2006,25966.84,245786,46,1872,1,1,1
39814,4488,1989,35190.01,592136,25,2080,0,0,1
39816,950,2010,38000.0,605294,45,2107,0,1,1
39818,3245,1994,51493.74,664698,31,2402,0,1,1
39819,4865,1990,15021.54,541386,26,1064,0,1,1
39822,9332,1988,43808.8,197925,31,2080,0,0,1
39823,3514,1996,27805.53,554524,33,1280,0,1,1
39826,5225,1998,37459.07,505575,37,1819,0,1,1
39829,6019,2000,37994.1,510731,42,2340,0,0,1
39830,141,1998,37459.07,520162,35,2236,0,0,1
39831,4865,1998,14716.06,571843,34,1248,0,1,1
39838,7818,2008,37485.07,287222,51,2080,0,1,1
39839,12025,1992,12434.13,486675,30,1176,0,1,1
39840,3514,1990,23366.84,536209,27,2080,0,1,1
39841,3849,1987,34549.13,479720,25,1935,0,1,1
39847,3606,1993,10566.06,539419,32,1306,0,1,1
39848,11873,1991,34593.12,619636,31,2255,0,1,1
39849,10516,1994,39723.75,120241,30,2080,0,0,1
39850,8422,1998,17391.71,142766,36,2160,0,1,1
39854,4028,2000,40527.04,670109,36,2080,0,0,1
39856,9332,1987,36468.52,193123,30,1960,0,0,1
39858,3206,1996,45879.13,706412,32,2080,0,0,1
39859,9576,1991,24023.0,71779,27,2080,0,0,1
39861,2748,1990,21697.78,555754,33,1840,0,1,1
39864,3662,1988,9219.023000000001,558404,30,1440,0,0,1
39867,7796,2012,42742.12,236842,51,2080,0,1,1
39868,5212,2008,24922.51,683829,50,2000,0,0,1
39876,4865,1992,15542.66,549358,28,2038,0,1,1
39878,4742,2000,26595.87,582184,41,2080,0,0,1
