"person","year","labinc","wt","age","hours","male","married","pp"
9922,2014,53433.07,149929,55,2600,0,1,0
8045,2014,18425.2,290602,55,1872,0,0,0
6246,2014,11055.12,194068,51,1040,0,0,0
1927,2014,23014.91,677550,53,2080,0,1,1
3351,2014,17503.94,723867,55,712,1,1,1
5824,2014,8291.338,330893,53,600,1,0,0
2914,2014,18425.2,177865,54,2610,1,0,0
86,2014,22110.23,300363,54,2080,0,0,0
5646,2014,13818.9,184051,51,1664,0,0,1
5633,2014,14445.35,184431,51,1370,1,0,0
5308,2014,20982.61,461205,52,1560,0,1,0
8334,2014,23031.49,92365,51,1399,0,1,0
8907,2014,27637.79,129336,53,2288,1,1,1
5117,2014,11055.12,759270,55,1664,0,1,1
8351,2014,47905.51,95162,53,2080,0,0,1
5540,2014,23031.49,650711,51,1120,1,1,1
3225,2014,9963.424,773477,52,1144,0,1,0
11823,2014,341155.4,796842,54,2600,1,1,1
7151,2014,36850.39,383549,55,2080,1,1,0
4795,2014,46062.99,689741,50,940,0,0,1
3051,2014,28559.05,683531,52,1837,0,0,0
472,2014,5527.559,839821,53,780,0,0,0
168,2014,12897.64,183734,53,1840,1,0,1
340,2014,9212.598,206889,52,1300,0,1,1
8641,2014,35233.73,119369,54,2080,0,0,0
4638,2014,23031.49,700661,53,2080,0,0,1
863,2014,156614.2,1032802,55,4368,1,1,1
1839,2014,16582.68,204034,50,2080,0,0,0
11950,2014,14740.16,178042,53,2080,0,0,0
4048,2014,16582.68,866978,55,1465,1,1,0
4323,2014,23031.49,158086,54,1300,0,1,0
1838,2014,18425.2,146424,53,1585,0,0,0
5442,2014,11055.12,638627,52,560,0,0,0
4594,2014,20267.71,700915,55,1456,0,1,1
3423,2014,27637.79,734490,54,2335,0,0,1
1116,2014,27637.79,138126,53,1088,0,0,1
2437,2014,41456.69,624915,54,2860,0,0,1
10488,2014,49782.73,91709,51,5200,1,1,1
2187,2014,78307.08,822235,53,2340,1,0,1
445,2014,75543.3,709792,50,1560,1,1,0
10507,2014,22110.23,187589,54,720,0,1,0
2260,2014,36850.39,185908,53,2080,0,0,1
3815,2014,341155.4,695866,50,2600,1,0,1
6996,2014,138189,203497,52,3120,1,1,0
2889,2014,138189,841931,51,2550,0,0,0
7275,2014,28559.05,229036,52,2080,0,0,0
2905,2014,152007.9,1079479,53,2080,1,1,0
3523,2014,22412.41,647719,51,1976,0,1,0
5398,2014,341155.4,684506,51,2340,1,1,1
4448,2014,161220.5,915508,51,2150,1,0,1
486,2014,92125.98,682102,51,2600,1,1,0
3410,2014,87519.68,1185751,55,3120,1,1,0
77,2014,123448.8,889481,50,2600,0,0,1
8741,2014,41456.69,85983,51,1875,1,1,0
6912,2014,53433.07,471019,55,1480,1,0,0
5259,2014,21188.97,656019,55,2080,0,0,1
7255,2014,52511.8,163516,52,2080,0,0,0
5342,2014,138189,789217,51,2600,1,1,0
407,2014,59881.88,701817,51,2040,0,1,0
9223,2014,41456.69,78570,52,2860,0,1,1
9659,2014,55275.59,87569,52,2080,0,1,1
12078,2014,34310.26,559960,54,3675,0,1,1
1810,2014,341155.4,675576,52,2260,1,1,1
12116,2014,96732.27,625720,51,2080,1,1,1
4894,2014,82913.38,551583,52,2080,1,1,1
6886,2014,46062.99,168682,55,3100,1,1,1
881,2014,119763.8,845953,55,2080,1,1,1
6802,2014,82913.38,151049,53,2340,1,0,0
3675,2014,125291.3,730624,50,2600,1,1,0
4153,2014,55275.59,786188,51,2190,0,0,0
2436,2014,66330.7,703463,55,2600,0,1,1
3464,2014,87519.68,747929,53,2600,1,1,1
406,2014,18574.44,626571,51,1456,1,1,1
2509,2014,341155.4,889397,53,2600,1,1,1
5051,2014,58039.36,724488,50,3690,1,1,1
4240,2014,78307.08,1033510,51,2340,1,1,1
3287,2014,38692.91,661105,51,2080,0,1,1
464,2014,64488.18,789673,55,3380,1,1,1
370,2014,36850.39,683393,55,2600,0,1,0
4945,2014,55275.59,824458,54,1400,1,1,1
573,2014,50669.29,1050374,53,2600,1,1,1
2233,2014,41456.69,740923,50,2190,1,0,0
4635,2014,82913.38,756739,52,2100,1,1,0
4333,2014,27190.06,741808,52,2392,1,0,1
4543,2014,10133.86,127695,51,1400,0,0,0
5721,2014,105944.9,377226,55,2430,0,0,1
3552,2014,42377.95,825727,50,2120,0,1,1
4963,2014,101338.6,641012,53,4160,1,1,1
9574,2014,58039.36,111817,55,2080,0,1,1
4052,2014,14247.37,805453,51,2080,1,0,0
6801,2014,78307.08,184191,53,2080,1,0,1
1739,2014,55275.59,904528,54,2080,1,0,0
11778,2014,24413.38,193114,54,1820,0,0,0
1144,2014,341155.4,854775,53,765,1,0,0
743,2014,18425.2,766758,55,1040,0,1,0
73,2014,341155.4,752610,52,3120,1,1,1
282,2014,27637.79,710390,51,1776,0,0,0
6776,2014,138189,188554,53,2600,1,1,1
10516,2014,36850.39,144620,50,2080,0,0,1
7690,2014,18425.2,409709,50,2600,1,1,0
2876,2014,92125.98,729842,54,2860,1,0,1
3174,2014,16582.68,723293,51,2080,0,1,0
8143,2014,13818.9,95076,52,670,0,0,1
12282,2014,12897.64,121766,54,1050,0,0,0
5627,2014,29480.31,688171,55,2600,0,0,0
7582,2014,42377.95,253371,52,2600,1,0,0
3350,2014,17503.94,631143,51,2140,0,1,0
2033,2014,119763.8,676102,51,2340,1,0,1
5028,2014,341155.4,707173,55,2600,0,1,1
9758,2014,67428.41,187939,51,2080,0,0,0
9237,2014,341155.4,128296,52,2340,1,1,0
5358,2014,5527.559,532403,51,2600,1,0,0
3516,2014,34086.61,762781,51,2080,1,1,0
3897,2014,59881.88,605472,54,1560,0,1,0
5005,2014,28835.43,997660,52,1820,1,0,0
5093,2014,92125.98,817615,52,2080,1,1,1
9790,2014,59881.88,182399,50,2540,0,1,0
3018,2014,326578.3,725661,50,2860,1,1,0
10378,2014,13818.9,208371,50,1560,0,0,0
1737,2014,63566.92,114482,52,2115,0,0,1
1118,2014,39614.17,136290,51,2352,0,1,0
11926,2014,65777.95,537277,52,2860,1,0,1
5274,2014,20728.34,732893,55,2132,1,0,1
9019,2014,8735.385,134455,52,1450,0,0,1
4821,2014,69094.48,689741,50,2496,0,1,1
8658,2014,36850.39,118576,52,2080,0,1,1
712,2014,46984.25,841077,55,2080,0,1,1
1855,2014,52780.81,963504,53,2158,1,0,1
4675,2014,41456.69,605823,55,1640,0,1,0
6255,2014,20267.71,358950,51,1960,0,0,0
1211,2014,32244.09,194713,52,2080,1,0,0
4491,2014,7370.078,562341,53,1150,1,1,0
553,2014,50669.29,975349,53,2080,1,1,1
6893,2014,52511.8,163988,54,2080,0,0,1
3035,2014,41456.69,643332,51,2080,0,1,0
2012,2014,48826.77,595411,54,4004,0,1,1
7240,2014,105944.9,192975,54,2860,1,1,1
2156,2014,59257.27,796395,50,2080,0,0,1
12135,2014,29480.31,594753,53,2080,0,1,0
1155,2014,66330.7,153101,53,2860,0,1,1
6313,2014,69094.48,123643,54,2323,0,1,1
5048,2014,41917.32,841066,55,3120,1,0,1
8374,2014,23031.49,219167,51,1872,0,1,1
5686,2014,64488.18,615606,52,2080,0,1,1
4425,2014,32244.09,646059,55,2184,0,0,0
4452,2014,57118.11,848294,50,2080,0,1,1
3091,2014,50669.29,974632,51,2184,0,0,1
521,2014,47491.25,231224,54,2835,1,0,1
5306,2014,33165.35,687485,50,2340,1,1,0
391,2014,55275.59,310721,51,2350,0,0,0
3548,2014,27637.79,202667,52,2080,0,0,0
1629,2014,74622.04,589945,53,2340,0,1,1
650,2014,45141.73,555777,54,2340,0,1,1
2746,2014,36850.39,593350,55,2080,0,0,1
2921,2014,13818.9,958939,50,2350,1,1,0
3960,2014,51933.68,192768,51,2080,0,0,0
4213,2014,165826.8,265724,52,2340,1,1,1
3527,2014,5066.929,638882,54,2080,0,1,0
474,2014,32244.09,604616,53,2080,0,0,1
2567,2014,43278.06,757280,52,2080,0,0,1
6823,2014,110551.2,176181,50,2970,0,0,1
843,2014,22110.23,663410,53,2240,0,0,0
8925,2014,11055.12,86493,52,2080,0,0,0
1080,2014,13818.9,978591,50,3120,0,1,0
27,2014,42377.95,788044,54,1280,0,1,1
849,2014,22202.36,707517,54,2080,0,0,1
3877,2014,38692.91,673012,54,3328,0,1,0
465,2014,13818.9,662827,51,1456,0,1,1
12042,2014,36850.39,799428,51,2184,0,1,0
8193,2014,78307.08,271429,55,2080,0,1,1
1003,2014,36850.39,712609,50,2600,1,1,1
3988,2014,44220.47,217399,55,1560,0,1,0
3304,2014,35929.13,122021,53,2080,0,1,1
4378,2014,7554.33,693797,53,2570,0,1,0
2133,2014,41456.69,618554,53,2080,0,1,0
3020,2014,43278.06,578412,52,2080,0,0,1
4172,2014,39614.17,724829,52,2080,1,1,1
5575,2014,16343.15,580019,52,1360,0,0,1
436,2014,22110.23,805897,51,2080,0,1,1
6741,2014,32244.09,112168,53,2080,0,1,1
1172,2014,19162.2,1142318,55,2080,0,1,1
2883,2014,31378.05,687746,53,1924,0,1,1
2725,2014,15661.42,766172,50,722,1,0,1
7198,2014,38692.91,290630,53,2080,0,1,1
4744,2014,40891.96,658160,55,2080,0,1,1
372,2014,31085.33,720228,53,2340,1,1,1
3814,2014,41456.69,662180,54,2600,0,0,0
7397,2014,8844.094,219199,55,700,0,0,0
5370,2014,18425.2,701118,51,2080,0,1,1
5123,2014,27637.79,730557,54,2080,0,0,1
7796,2014,31322.83,238864,53,2080,0,1,1
5766,2014,23031.49,270753,50,2080,0,1,1
3790,2014,27637.79,712459,55,2080,0,0,1
1531,2014,29480.31,844438,52,2080,0,1,0
2928,2014,32244.09,766901,51,2080,0,0,1
10229,2014,17688.19,114595,54,3000,0,0,0
2810,2014,20267.71,581814,52,3120,0,1,0
3794,2014,46062.99,754658,50,1435,0,1,1
4212,2014,31322.83,249899,50,2080,0,0,0
4125,2014,36850.39,616096,52,2080,0,1,0
6971,2014,11976.38,238919,53,1920,0,0,0
7967,2014,27637.79,261017,55,2120,0,1,1
1442,2014,59881.88,202875,50,2080,0,1,0
2013,2014,10870.87,670251,55,1300,0,1,0
1451,2014,110560,143657,51,624,0,1,0
3606,2014,20267.71,683677,54,1960,0,1,1
2551,2014,44404.72,570873,53,2028,0,0,1
382,2014,25795.27,281107,55,2080,0,0,0
972,2014,39614.17,611431,51,2340,0,0,1
1147,2014,26716.53,492097,53,2080,0,0,1
8854,2014,30401.57,72272,52,2080,0,0,1
1022,2014,36850.39,924776,52,2080,0,0,1
5318,2014,22110.23,654930,52,2080,1,1,1
1677,2014,84387.39,943364,52,2600,1,1,0
3721,2014,60490.84,747383,54,2080,1,0,1
579,2014,5527.559,672453,52,884,0,1,0
9532,2014,49737.98,218084,50,2080,0,1,1
11883,2014,31138.58,163837,55,1520,1,0,1
2049,2014,41456.69,625537,52,2080,0,1,1
1788,2014,78307.08,734746,50,2080,1,1,1
2545,2014,165826.8,715965,53,2600,1,1,1
3522,2014,13818.9,647719,51,1490,0,1,1
11802,2014,19346.46,210781,53,2756,0,0,1
256,2014,11515.75,619422,53,1127,0,0,0
3837,2014,42230.55,662827,51,2080,0,1,1
1344,2014,9212.598,790619,55,2988,0,0,0
721,2014,26716.53,744407,52,2080,0,1,0
8900,2014,14740.16,66577,52,1128,0,1,0
2979,2014,12897.64,583835,52,903,0,1,0
1158,2014,32244.09,158086,54,2052,0,0,0
6339,2014,50669.29,170351,53,2080,0,1,1
2492,2014,53433.07,768415,51,1443,0,1,0
6063,2014,27637.79,192346,54,1720,0,0,0
5179,2014,17503.94,720103,51,2080,0,0,1
304,2014,13818.9,196855,50,2080,1,0,1
7107,2014,82913.38,166177,53,3796,0,0,1
3514,2014,25795.27,665729,52,2080,0,1,1
1579,2014,27637.79,623511,53,2080,0,0,0
2815,2014,32244.09,712609,50,2080,1,1,1
7115,2014,23952.75,166738,51,2132,0,0,0
6417,2014,59524.09,109872,52,2080,0,1,1
9568,2014,17503.94,128889,52,1825,0,0,0
2120,2014,15108.66,691003,51,1190,0,0,1
3193,2014,81070.86,704409,54,2080,1,1,1
8044,2014,10133.86,281438,52,1248,0,1,0
2201,2014,20304.56,592408,54,1976,0,0,1
2577,2014,57118.11,517932,53,2080,0,0,1
11845,2014,39282.52,134393,53,2184,0,0,1
5032,2014,36850.39,666417,54,2080,0,1,0
3145,2014,13818.9,613335,53,1040,0,1,0
3463,2014,91204.71,643597,51,2080,1,0,1
8148,2014,42377.95,100373,52,3260,0,0,1
2682,2014,43299.21,193435,51,560,1,1,0
2326,2014,64488.18,747187,53,2080,1,1,0
121,2014,57118.11,827971,50,2160,0,0,1
3543,2014,19218.4,237805,51,1280,0,0,0
6227,2014,11055.12,180436,54,1160,0,0,1
981,2014,36850.39,642550,54,2080,0,1,0
4568,2014,19346.46,1141416,55,2080,1,0,0
8568,2014,37771.65,197701,52,4008,0,0,0
11911,2014,42377.95,832066,55,2080,1,1,1
7831,2014,58039.36,438183,50,2080,0,0,1
7131,2014,16229.27,249621,55,1920,1,1,1
8138,2014,30401.57,174367,50,2600,1,0,0
11861,2014,11055.12,166910,54,2080,0,0,0
4854,2014,24874.01,589579,52,1480,1,0,1
7123,2014,22110.23,163318,52,2080,0,0,0
4222,2014,28559.05,695591,54,2080,0,0,1
11770,2014,23031.49,864273,53,2080,1,0,0
2539,2014,61724.4,666895,54,2600,1,0,1
6082,2014,51590.55,337818,55,2080,0,1,0
10002,2014,76464.56,124237,50,2344,0,1,0
6124,2014,87519.68,181558,53,3696,1,1,1
2540,2014,32244.09,621422,52,2184,1,1,0
2138,2014,40996.06,701553,53,2088,1,1,0
4015,2014,22110.23,163788,52,2080,0,1,1
3540,2014,33165.35,197629,53,2080,1,0,0
6998,2014,341155.4,203497,52,2476,1,1,0
3580,2014,53433.07,852274,55,2080,1,1,1
10202,2014,63566.92,162935,55,2248,1,1,0
4861,2014,49748.03,589579,52,2080,1,1,1
3861,2014,50669.29,620170,51,2670,1,1,1
6878,2014,35007.87,112771,54,2367,1,1,0
9361,2014,20267.71,156782,51,1730,1,0,0
210,2014,64488.18,690923,52,2080,1,1,0
6897,2014,69094.48,386793,50,2080,1,1,0
7228,2014,23952.75,211168,50,2080,0,1,0
6075,2014,32244.09,300127,51,3285,1,1,1
3216,2014,115157.5,796192,54,2340,1,1,1
9783,2014,23366.84,138100,52,2080,1,0,0
9679,2014,27637.79,120091,52,2080,1,0,0
4920,2014,45141.73,603647,51,2652,0,1,1
7165,2014,92125.98,542958,51,2532,1,1,0
9414,2014,35007.87,225292,53,720,1,0,0
4778,2014,32244.09,586464,51,2600,0,1,0
11828,2014,17503.94,267259,54,1664,1,0,1
10410,2014,33165.35,157933,55,1900,1,1,0
8924,2014,27637.79,156320,50,2080,1,1,0
10379,2014,87519.68,179414,53,2600,0,1,0
3751,2014,58039.36,690448,51,2345,1,0,0
522,2014,19899.21,275069,53,2080,0,0,0
891,2014,73700.78,870688,54,2080,1,0,0
5069,2014,13818.9,640838,53,1920,0,1,0
5925,2014,37771.65,196568,51,2080,0,1,0
5467,2014,31322.83,151571,51,2080,0,1,0
3550,2014,57118.11,738924,54,2394,1,1,1
4843,2014,51590.55,637088,50,2080,1,0,0
10190,2014,36850.39,128127,53,2080,1,1,1
4500,2014,27932.6,552299,52,1768,1,1,1
9080,2014,37735.94,127682,55,1976,0,0,1
8908,2014,11976.38,130144,55,759,1,0,0
6187,2014,18425.2,218077,51,2080,1,0,0
3199,2014,30401.57,795204,53,2080,0,1,0
10425,2014,44220.47,179868,55,2080,1,1,0
2745,2014,32244.09,835231,55,2132,1,1,1
9905,2014,34086.61,136343,53,1160,1,0,0
6412,2014,11976.38,114595,53,1820,0,1,1
9157,2014,22294.49,120631,53,1032,0,0,0
9540,2014,32244.09,119274,55,2350,1,0,0
4614,2014,19457.01,727014,52,2080,0,0,1
1780,2014,41456.69,733431,52,2080,1,1,1
253,2014,27637.79,890604,50,2080,1,1,0
5161,2014,36850.39,669976,52,2080,1,0,1
7620,2014,50669.29,183056,55,2080,1,1,0
5429,2014,55275.59,684891,50,2340,0,0,0
6868,2014,36850.39,244908,51,2080,1,1,0
9950,2014,13818.9,183375,52,3896,1,0,0
1112,2014,21188.97,800961,50,2080,0,1,1
4147,2014,21557.48,725798,52,2080,0,1,0
7010,2014,33165.35,90515,52,2080,1,1,1
10050,2014,38692.91,171960,52,2870,1,0,0
10455,2014,30401.57,114050,53,2080,1,1,1
8178,2014,31322.83,195230,52,2184,0,0,1
8100,2014,29480.31,106655,54,2080,1,1,1
5238,2014,33165.35,636350,50,2325,1,1,1
9868,2014,11055.12,206119,53,1300,1,1,0
5038,2014,64488.18,749058,50,2570,0,0,0
9102,2014,64488.18,129019,52,2080,1,0,0
356,2014,72779.52,698516,52,2080,1,1,0
5556,2014,12897.64,602211,50,1920,1,0,0
2278,2014,46062.99,814706,55,1820,0,1,0
7079,2014,9212.598,172056,50,880,1,0,0
6705,2014,54630.7,272646,52,992,1,1,0
5404,2014,33165.35,582341,51,2080,0,1,1
5872,2014,27637.79,105456,51,2050,1,1,0
6845,2014,50669.29,244523,55,2080,0,0,0
647,2014,54625.18,696667,54,1880,1,1,0
9877,2014,39614.17,158167,52,2080,0,1,1
1188,2014,59881.88,748752,52,2080,1,0,1
662,2014,21741.73,732001,52,2080,0,1,1
2400,2014,27995.24,604440,52,2080,0,1,0
11997,2014,50669.29,954525,50,2080,1,1,1
1891,2014,37771.65,850838,54,2080,1,1,1
1071,2014,27637.79,211958,52,2940,0,1,0
6594,2014,13818.9,107125,52,1820,1,0,0
5330,2014,20267.71,697259,51,1288,0,1,0
2739,2014,55275.59,509566,52,2325,0,1,0
2376,2014,58960.63,808488,50,2080,1,1,0
9651,2014,81070.86,138561,52,3120,1,0,1
7882,2014,21188.97,233194,55,2080,0,0,0
2193,2014,69094.48,592408,54,2080,0,1,0
9816,2014,5527.559,169233,52,2080,1,0,0
720,2014,23952.75,759168,54,2080,0,0,0
3604,2014,42377.95,679756,52,2600,1,1,0
8249,2014,27637.79,237530,54,1664,1,1,1
4987,2014,29480.31,723140,55,2236,0,1,1
5347,2014,105023.6,594125,52,3484,1,1,0
316,2014,15628.25,954524,50,1300,1,1,0
3352,2014,41456.69,566663,52,2602,0,1,0
8962,2014,54354.32,145080,55,2080,0,1,1
733,2014,18425.2,719640,51,2080,0,1,0
4768,2014,40074.8,658251,55,2080,0,0,1
192,2014,33165.35,673219,51,1040,0,1,0
8944,2014,39614.17,153617,51,2806,0,1,1
1553,2014,30862.2,689302,55,2340,0,1,1
1399,2014,75266.92,143102,52,2080,0,1,0
4451,2014,46062.99,721277,51,2080,0,1,0
1646,2014,64189.7,162300,50,2600,0,0,1
2580,2014,35310,622652,54,2340,0,1,1
4038,2014,18425.2,824622,50,2080,0,0,0
740,2014,25795.27,696021,52,1080,0,0,0
3800,2014,23952.75,649306,52,2080,0,1,0
487,2014,49748.03,616425,54,2080,0,1,1
5981,2014,23031.49,363540,55,2080,1,1,0
7437,2014,30401.57,296658,54,2080,0,0,1
3118,2014,7370.078,841997,51,682,0,1,1
5101,2014,27637.79,759270,55,2080,0,1,0
9778,2014,53433.07,137519,55,2080,0,1,0
9359,2014,42377.95,169354,54,2080,0,0,0
2870,2014,104102.4,783543,53,2340,1,0,1
293,2014,67251.96,767959,55,2094,0,1,1
4839,2014,61671.24,708684,50,2080,0,1,1
2473,2014,50669.29,712733,50,2080,0,1,1
6158,2014,64488.18,205373,52,2236,0,1,1
4051,2014,19346.46,712304,52,2860,0,1,0
5572,2014,34270.86,595282,52,2080,0,1,0
4953,2014,17688.19,682263,51,2080,0,1,1
9809,2014,30401.57,132924,55,2080,0,0,0
62,2014,53433.07,765294,50,2080,0,0,1
7936,2014,39614.17,121537,51,2174,0,0,0
640,2014,64488.18,618083,51,2600,0,1,1
95,2014,47905.51,584752,54,2080,0,0,0
4174,2014,36850.39,212372,54,2600,0,0,0
1131,2014,39614.17,206587,55,2080,0,1,0
10376,2014,63566.92,88784,51,1820,0,0,0
3919,2014,56196.84,642536,51,1976,0,1,1
6711,2014,59881.88,104603,51,2080,0,1,0
418,2014,12694.96,1155570,51,1190,0,1,1
3122,2014,23492.12,675472,52,1560,0,1,0
9643,2014,23289.45,137898,55,1260,1,0,1
12092,2014,25795.27,672955,54,2080,0,1,1
4818,2014,11055.12,646185,55,1720,1,0,0
365,2014,11976.38,576336,53,1630,0,1,0
7819,2014,27637.79,169881,54,2080,0,0,0
3432,2014,39614.17,657845,54,2080,0,1,0
44,2014,41456.69,617357,53,2184,0,1,1
1960,2014,26635.46,694263,51,1840,0,1,1
5246,2014,41456.69,126392,51,2080,0,1,0
4337,2014,32244.09,885917,55,2080,0,1,0
7556,2014,36850.39,116806,55,2860,1,0,1
3082,2014,29480.31,935301,50,2080,1,1,0
2046,2014,17503.94,780468,50,1680,0,1,0
5618,2014,32244.09,186760,54,2080,1,1,0
5767,2014,45208.06,87163,52,2080,0,1,0
4955,2014,36850.39,802411,51,3380,0,1,1
1079,2014,38692.91,189374,54,1820,0,0,1
3249,2014,23031.49,760961,53,2080,0,1,1
1174,2014,57118.11,1302977,55,2504,1,1,1
3310,2014,41456.69,213830,52,2080,1,1,0
3996,2014,31322.83,197140,51,2080,0,0,1
9295,2014,85677.16,135690,51,2080,1,1,1
1404,2014,41456.69,207139,52,2548,1,1,0
5797,2014,46062.99,114719,54,2600,0,0,0
3250,2014,11976.38,760961,53,918,0,1,0
4652,2014,50895,699166,54,1880,1,0,1
7820,2014,26716.53,195654,50,2080,0,0,0
756,2014,23952.75,173893,50,1680,0,0,0
1510,2014,26716.53,863420,51,2080,0,0,0
7410,2014,47301.16,262468,53,2080,0,0,1
1491,2014,35929.13,182554,53,2080,0,0,1
9253,2014,36850.39,180495,52,2340,1,1,0
6835,2014,19346.46,361767,50,2080,0,1,0
1270,2014,73240.15,161902,53,2600,0,1,1
6799,2014,32244.09,192190,54,1820,1,1,0
11786,2014,71858.26,257770,50,1820,0,0,1
5553,2014,23031.49,606988,53,2080,0,1,0
1617,2014,25795.27,746720,55,2080,0,1,0
4132,2014,26716.53,581881,53,3396,0,1,1
6459,2014,47905.51,166785,51,2080,0,0,1
147,2014,11055.12,544613,53,1144,0,1,0
2205,2014,19346.46,548631,53,2085,0,1,0
6676,2014,33432.63,86632,53,1715,0,1,1
8355,2014,33165.35,144062,53,1976,1,1,0
1917,2014,51590.55,823116,53,2080,1,1,1
479,2014,101338.6,761880,51,3088,1,1,1
1651,2014,341155.4,141778,51,2080,1,1,1
5244,2014,70015.74,156957,54,2080,1,1,0
951,2014,103181.1,718350,51,2860,1,1,1
2759,2014,45210.82,603257,53,3128,1,0,1
1724,2014,110551.2,131588,51,2608,1,1,0
5363,2014,68173.22,676697,53,3380,1,1,0
3060,2014,341155.4,894962,55,2860,1,1,1
6650,2014,73700.78,387917,51,2845,1,1,1
5884,2014,18425.2,119983,53,2080,1,1,0
2594,2014,97653.53,625122,52,4160,1,1,1
8625,2014,58039.36,212308,52,2080,1,1,0
5850,2014,46062.99,99412,51,3120,1,0,1
7992,2014,24874.01,136476,53,2340,1,0,0
12103,2014,119763.8,220948,52,2600,1,1,1
8917,2014,92125.98,131618,55,624,1,1,1
535,2014,18425.2,890889,51,1488,1,0,0
8011,2014,23031.49,84804,54,1044,1,1,0
2185,2014,55275.59,597498,52,2080,1,1,1
4111,2014,12897.64,680443,51,1560,1,1,0
3271,2014,36940.9,785575,54,2372,1,1,0
3616,2014,24874.01,646706,51,1480,1,0,1
2765,2014,110551.2,703432,52,2600,1,1,0
8710,2014,8291.338,287146,50,1504,1,0,1
5461,2014,36574.01,555755,50,3264,1,0,0
8973,2014,41456.69,175749,51,2600,1,0,1
1807,2014,78307.08,162927,55,2080,1,1,0
1316,2014,23952.75,733141,53,1990,1,1,0
3473,2014,110551.2,649165,52,3120,1,1,1
10523,2014,66891.2,151698,55,2536,1,1,0
6067,2014,50669.29,300127,51,2860,1,0,1
7505,2014,23834.83,263603,53,2080,1,0,0
1260,2014,35007.87,872966,55,2080,1,1,1
1556,2014,53171.43,772646,52,2080,1,1,1
2676,2014,59881.88,180248,55,2080,1,1,1
10027,2014,30401.57,117194,53,1940,1,0,0
2653,2014,23031.49,145787,54,1845,1,1,0
1970,2014,38692.91,632306,52,3620,1,0,0
4307,2014,341155.4,664826,53,2080,1,0,0
2550,2014,47905.51,826877,54,2080,1,1,0
4326,2014,23215.75,952819,51,780,0,1,0
3246,2014,43299.21,791668,54,2080,1,1,1
7984,2014,69094.48,84655,54,1560,1,1,0
4832,2014,49379.52,505618,54,2080,1,1,1
7276,2014,59881.88,223729,51,2080,0,0,1
9936,2014,61724.4,147820,55,2080,1,1,0
2306,2014,14740.16,685602,53,2080,1,1,0
8201,2014,46062.99,186468,52,2620,1,1,0
8923,2014,7370.078,112970,51,2040,1,1,0
11829,2014,31617.63,287479,52,2110,1,0,1
9096,2014,46062.99,96883,53,2080,1,0,0
5167,2014,67251.96,748280,54,2080,1,1,1
2707,2014,29111.81,202988,50,2600,1,1,1
7466,2014,25795.27,206482,51,1692,1,0,0
555,2014,23031.49,866964,54,1560,1,1,0
4915,2014,20267.71,706263,54,2080,1,1,0
6908,2014,73700.78,370394,53,2080,1,0,1
7145,2014,23366.84,380527,51,2040,1,1,1
7697,2014,59881.88,217176,53,1680,1,1,0
6279,2014,10133.86,230693,51,1840,1,0,0
2318,2014,32244.09,765128,55,2080,1,1,0
3553,2014,27637.79,604086,52,2400,1,0,1
5882,2014,39614.17,109330,54,2080,1,0,0
9914,2014,43299.21,147231,50,2080,1,1,0
4314,2014,82913.38,289726,50,1820,1,1,0
4498,2014,43299.21,583775,51,4160,1,0,0
2587,2014,38692.91,670866,54,2080,1,1,0
4860,2014,119763.8,584523,52,3120,1,1,0
3634,2014,32244.09,715909,50,2080,1,0,1
8384,2014,54354.32,245367,53,2230,1,1,1
4737,2014,53433.07,1075224,55,1395,1,1,1
10232,2014,140031.5,93812,54,4368,1,0,1
990,2014,45141.73,697811,55,2223,1,1,0
5094,2014,9212.598,996612,55,1300,1,0,0
3539,2014,46062.99,195165,52,1820,1,0,0
4370,2014,34086.61,757814,54,2080,1,0,1
3569,2014,56196.84,673569,51,2080,1,0,1
5109,2014,13818.9,686835,52,4264,1,0,0
11231,2014,9212.598,313336,55,2080,1,0,0
135,2014,73700.78,734467,50,2080,1,1,1
4913,2014,73700.78,623534,50,3640,1,1,0
36,2014,25795.27,775079,52,2340,1,0,0
7070,2014,44220.47,152202,53,3120,1,0,0
4313,2014,18425.2,198919,51,1820,1,0,0
8233,2014,46062.99,168858,50,640,1,0,0
1371,2014,50022.49,678397,54,2600,1,1,1
470,2014,27637.79,659034,52,2184,1,0,0
2974,2014,68173.22,616093,51,2194,1,1,0
2734,2014,27637.79,177865,54,2080,1,1,0
4221,2014,39614.17,783213,52,3184,1,1,0
8644,2014,35000,124195,55,2370,1,0,0
2639,2014,20267.71,975936,55,2080,1,0,1
8810,2014,7507.493,95147,51,2860,1,1,0
2127,2014,19346.46,607722,53,2080,1,1,0
2772,2014,27637.79,194298,51,2140,1,1,0
2884,2014,32244.09,762782,51,2080,1,0,1
1643,2014,55275.59,143125,54,1616,1,1,0
5554,2014,49327.23,658652,51,2340,1,0,1
2372,2014,97653.53,647602,50,2132,1,1,0
7190,2014,35007.87,219117,53,3000,1,1,0
714,2014,34086.61,805135,50,2600,1,0,0
723,2014,27637.79,696021,52,2080,0,0,1
9075,2014,49748.03,110349,55,2080,1,1,0
10067,2014,66330.7,102841,54,2080,1,1,1
7386,2014,38692.91,283729,52,1840,1,1,0
310,2014,110551.2,928891,54,2600,1,1,0
12043,2014,55091.33,664349,52,3156,1,0,0
4752,2014,31322.83,716952,51,2080,1,0,1
