,person,year,labinc,wt,age,hours,male,married,pp
49212,1111,1987,19193.96,734417,30,1120,0,1,0
49214,9530,1986,31809.21,147514,26,1252,0,1,0
49215,1640,1988,41870.96,612104,31,2065,0,0,0
49216,7346,1987,26871.54,67077,28,1865,0,0,0
49217,8921,1990,40057.43,142189,31,1680,0,0,0
49218,7241,1991,36835.27,106161,28,2050,0,1,0
49219,7361,1991,8968.587,83827,30,1800,0,1,0
49220,4627,1994,35310.0,775336,36,1960,0,0,0
49221,7595,1989,12316.5,142422,25,1550,0,0,0
49223,4474,1991,7793.062,479547,29,853,0,1,0
49229,418,2000,25076.11,978175,36,2080,0,1,0
49230,9763,1991,32030.67,76299,28,1800,0,1,0
49231,4890,1988,18438.05,572347,30,2080,0,1,0
49235,3122,1989,31671.01,526788,27,1664,0,1,0
49236,12235,1986,25844.98,53880,26,3246,0,0,0
49238,8324,1988,23969.46,107646,29,2874,0,0,0
49239,1131,2010,41000.0,192835,51,2080,0,0,0
49240,2473,1993,25358.55,537442,29,1765,0,0,0
49241,10362,1987,26871.54,164359,26,2120,0,0,0
49242,4132,2004,16161.64,530264,43,2340,0,1,0
49243,62,1991,40038.34,585997,26,2014,0,1,0
49244,4147,1998,32107.77,620806,35,2492,0,1,0
49245,4627,1986,39761.52,756821,28,2146,0,1,0
49246,1130,1985,28374.2,157688,25,2120,0,1,0
49247,7606,1996,80636.04,213703,35,3276,0,0,0
49249,4568,1990,13352.48,764271,30,683,1,0,0
49251,6887,2006,59507.34,151719,44,2080,0,1,0
49252,12005,2008,38498.18,163737,45,2080,0,0,0
49253,7606,1990,44230.08,210607,29,1815,0,0,0
49254,1063,1993,22641.56,530572,32,1160,0,1,0
49255,4472,1990,25035.89,524741,29,2080,0,0,0
49257,3842,2010,16000.0,182732,48,2040,0,0,0
49258,1276,2000,21529.99,635270,36,1040,0,0,0
49260,4839,2008,14183.54,624672,44,2080,0,1,0
49261,9978,1989,12316.5,75357,27,1760,0,0,0
49262,9320,2004,64646.58,200664,44,1820,0,0,0
49263,262,1993,36226.5,527720,32,2080,0,1,0
49266,3452,2004,8976.639000000001,549450,41,1672,0,1,0
49267,1410,1994,57231.62,660594,33,2080,0,0,0
49270,7878,1988,22125.66,165441,30,2080,0,1,0
49272,3069,2004,27706.39,170019,44,2080,0,1,0
49276,7241,1993,34717.06,104100,31,1832,0,1,0
49277,6887,2004,55411.35,153503,42,2080,0,1,0
49278,4920,1990,16690.6,481949,27,2340,0,0,0
49279,9397,1992,15542.66,149836,35,1727,0,0,0
49280,10456,1987,27639.3,74569,29,2080,0,0,0
49281,3233,1984,23080.6,629533,25,2080,0,1,0
49282,7750,1987,42226.71,81174,26,2080,0,1,0
49283,5533,1996,42226.71,518526,31,2160,0,1,0
49284,1008,1987,28790.94,682361,28,2080,0,1,0
49288,9530,1991,43241.4,153009,31,1330,0,1,0
49290,2752,2004,29437.28,756728,47,2080,0,1,0
49292,3775,1991,28827.6,513445,30,2080,0,0,0
49294,2818,1991,13597.02,541737,26,1560,0,1,0
49296,7922,1986,11928.45,82672,26,1680,0,1,0
49298,1646,1996,48659.68,137296,31,2080,0,0,0
49300,4675,1993,41509.54,477993,33,1710,0,1,0
49301,7214,2006,64917.09,88040,43,2080,0,1,0
49303,1009,1987,16314.86,169329,30,1320,0,0,0
49304,12037,2000,6332.35,565845,38,2904,0,1,0
49305,8167,1987,34549.13,413270,27,2080,1,0,0
49306,8688,1989,31671.01,182420,25,2080,0,0,0
49307,2342,2000,27672.37,570866,38,2340,0,1,0
49308,8635,1984,27277.07,62588,26,2080,0,1,0
49311,544,2006,16000.0,637668,45,1844,0,1,0
49312,298,1993,28679.31,219279,29,2080,0,1,0
49313,7974,2004,24242.47,76895,42,1904,0,1,0
49316,9560,1993,40754.82,168499,29,2080,0,0,0
49319,10153,1998,16053.89,123688,37,1560,0,1,0
49320,5570,1987,23032.75,445455,25,1640,0,0,0
49321,6812,1984,7849.5019999999995,123349,25,980,0,0,0
49322,867,1998,17391.71,685108,33,520,0,1,0
49323,6202,1994,22068.75,209889,36,2080,0,0,0
49324,3413,1998,18729.54,691442,40,1664,0,1,0
49325,11819,1988,20281.85,468293,26,2197,0,1,0
49326,6931,1985,48641.49,290210,27,3954,0,0,0
49327,1460,1987,24952.14,856788,29,840,0,1,0
49328,10529,1993,25660.44,92715,30,1040,0,0,0
49330,7452,1987,15355.17,89963,29,1840,0,1,0
49331,4627,1993,37735.94,764249,35,2080,0,0,0
49332,8215,1991,22421.47,63352,27,1080,0,0,0
49333,5565,1987,15355.17,626467,26,1320,0,0,0
49334,62,1994,40915.46,586149,30,1948,0,1,0
49335,91,1989,35190.01,468099,25,1872,0,1,0
49337,6331,1989,25512.76,68143,27,2080,0,1,0
49339,4,1993,49811.44,624193,31,1836,0,0,0
49341,8693,1991,20819.94,201908,33,2080,0,1,0
49343,12092,1991,26585.46,524294,31,2080,0,1,0
49344,3068,1987,28023.18,179173,29,2080,0,0,0
49345,6931,1987,36468.52,295755,29,2820,0,0,0
49346,6931,1990,38388.37,288706,32,2700,0,0,0
49348,12105,1988,46095.12,502772,28,1950,1,1,0
49350,11991,1990,83416.59,276906,31,1820,0,0,0
49352,4657,1986,27833.06,127137,26,2500,0,1,0
49353,1730,1990,26704.96,655426,32,1680,0,1,0
49354,10176,2000,44326.45,95402,39,2080,0,1,0
49356,2510,1993,10566.06,542757,29,1145,0,1,0
49359,6345,2008,15196.65,219774,50,2080,0,0,0
49362,3304,1988,33188.48,110262,27,2404,0,0,0
49365,1104,1989,75658.52,745400,31,1800,0,1,0
49366,2742,1993,26415.16,613015,36,2080,0,1,0
49367,6621,1989,28152.01,92964,30,1990,0,0,0
49368,9117,1992,41965.19,142386,34,2080,0,1,0
49369,3518,1992,35748.13,610685,35,1904,0,1,0
49371,5570,1988,20281.85,445824,27,2080,0,0,0
49373,4890,1984,18884.13,563191,26,1988,0,1,0
49374,8635,1985,28374.2,62121,28,2080,0,1,0
49376,5632,1985,28374.2,161921,25,2356,0,0,0
49378,4951,1990,8345.299,625631,31,960,0,1,0
49380,1036,1991,11210.73,529854,28,1760,0,0,0
49381,648,2000,24062.93,544353,36,2080,0,0,0
49382,10456,1985,29792.91,72218,27,2162,0,0,0
49383,7346,1990,33381.2,65753,31,2056,0,0,0
49384,8286,2010,33000.0,231490,52,1500,0,1,0
49385,1808,1987,47984.89,534448,29,1090,0,1,0
49386,4162,1988,11284.08,587630,28,1228,0,1,0
49390,740,1989,22873.5,542814,26,2046,0,0,0
49393,264,1988,16594.24,491181,27,1295,0,0,0
49394,5009,1992,49736.52,520202,31,1976,0,0,0
49396,7791,2000,43059.98,222278,36,2080,0,1,0
49397,4188,1996,13902.76,754616,33,1280,0,0,0
49398,12022,1991,41639.87,848761,34,2080,0,1,0
49399,3206,1993,48302.0,705090,29,2080,0,0,0
49401,9106,2000,37994.1,138099,36,1040,0,0,0
49402,2190,1987,18234.26,503475,27,1518,0,1,0
49403,8218,2008,27353.97,275820,45,2115,0,1,0
49404,3069,1990,27353.97,159043,31,2080,0,1,0
49405,5378,1992,8082.185,593374,28,1162,0,1,0
49407,6887,1989,38709.01,141919,28,2080,0,0,0
49408,3993,1987,11516.38,819962,29,1590,0,1,0
49409,2524,1992,55953.59,519433,30,2080,1,1,0
49410,9620,1990,24034.46,270869,31,2132,0,1,0
49411,2935,1985,24320.74,642723,26,1872,0,1,0
49412,3122,1993,25660.44,545635,31,1829,0,1,0
49413,1640,1989,52785.01,620411,32,2245,0,0,0
49414,8196,1984,18884.13,284525,26,1742,0,0,0
49415,2742,1991,21941.01,615044,34,2120,0,1,0
49416,6854,1990,13352.48,184442,28,1945,0,0,0
49417,9845,1985,10538.99,115308,25,1072,0,0,0
49418,9809,2014,30401.57,132924,55,2080,0,0,0
49420,2815,2010,38000.0,695599,45,2505,1,1,0
49422,5570,1991,26905.76,442384,30,2080,0,0,0
49423,10390,1984,37768.25,93337,26,1976,0,0,0
49424,6651,1991,27226.07,69746,28,2080,0,0,0
49426,12167,1989,12316.5,107306,25,2080,0,1,0
49429,9809,2012,33243.88,125469,52,2080,0,0,0
49432,1111,2000,50658.8,719990,43,2340,0,1,0
49435,8693,1990,11683.42,205722,32,1932,0,1,0
49437,262,1988,23047.56,536942,28,2080,0,1,0
49438,1939,1986,17892.68,545874,25,1400,0,0,0
49439,4425,2000,44959.69,563382,40,2756,0,0,0
49441,4152,2006,37435.52,802563,48,2021,0,1,0
49442,2036,1986,32206.83,529624,28,1664,0,1,0
49443,3007,1990,30877.6,173362,26,2080,0,0,0
49444,11842,1988,14750.44,196334,28,2235,0,1,0
49445,3036,1985,40129.23,582266,27,2300,0,1,0
49447,4774,1991,17616.87,557641,33,1480,0,1,0
49448,5743,1987,15355.17,107156,28,2134,0,0,0
49449,10300,1989,17595.0,61724,26,1880,0,0,0
49450,10376,1992,49736.52,63613,29,1820,0,0,0
49453,4675,2008,40524.41,546136,48,2080,0,1,0
49454,4162,1992,18651.2,572036,32,860,0,1,0
49455,2288,1989,26392.51,584886,25,2080,0,0,0
49457,10539,1987,39608.65,60814,26,1565,0,0,0
49459,9560,1998,50837.31,165217,34,1820,0,0,0
49460,10379,1989,36245.71,159691,28,2300,0,0,0
49461,7936,2014,39614.17,121537,51,2174,0,0,0
49462,3042,2000,39260.57,488075,39,2080,0,1,0
49463,2930,1990,16690.6,831535,30,852,0,1,0
49465,7346,1985,22294.02,64962,26,2080,0,0,0
49468,3518,1990,39723.62,615369,33,2236,0,1,0
49469,6017,1992,16164.37,206513,29,2080,0,1,0
49470,4783,1986,25844.98,555872,27,1924,0,1,0
49471,8718,1986,19825.09,68300,25,1704,0,1,0
49473,3496,1991,30429.13,485817,31,2000,0,1,0
49475,10127,1988,8297.121,115992,28,1620,0,0,0
49478,9778,2000,39260.57,123028,40,2080,0,0,0
49480,9939,1987,23032.75,113915,28,1600,0,0,0
49481,5378,1991,6406.134,586128,27,1268,0,1,0
49483,7750,1986,42503.07,78332,25,2105,0,0,0
49484,3648,2010,22000.0,552345,49,1520,0,1,0
49485,5378,1993,7547.188,577205,29,1176,0,1,0
49486,2190,1989,14955.75,494576,29,1405,0,1,0
49487,10127,1991,22421.47,116423,31,2100,0,0,0
49488,6895,1996,45879.13,147525,34,2080,0,0,0
49489,10329,1994,41194.99,109581,31,1820,0,1,0
49490,9979,1988,36876.09,91060,31,2040,0,0,0
49491,4281,1987,13435.77,609964,29,1664,0,1,0
49492,12000,1988,34479.15,625815,30,2080,0,1,0
49493,12000,1987,31478.09,635814,28,2080,0,1,0
49494,68,1992,46627.99,526648,30,1635,0,1,0
49495,10360,1989,31671.01,132277,30,2930,0,1,0
49496,1407,1988,33188.48,668125,25,2080,0,1,0
49498,10185,1996,37537.46,103918,38,1935,0,1,0
49499,7586,2000,50658.8,103984,42,2080,0,1,0
49501,7241,1998,26756.48,117615,35,1820,0,1,0
49502,12193,1986,37773.44,224996,28,2000,0,0,0
49503,8664,1986,21000.04,125604,28,2080,0,0,0
49504,12185,2004,21000.04,231263,43,1820,0,0,0
49505,1111,1994,33838.75,671537,37,2080,0,1,0
49508,10390,1985,40534.57,100726,26,2030,0,0,0
49510,9117,1994,44137.49,142694,35,2080,0,1,0
49512,3518,1991,33632.2,609262,34,2539,0,1,0
49513,9763,1988,42407.51,77848,25,2080,0,0,0
49514,7423,2010,42407.51,131651,46,775,0,0,0
49515,9763,2000,42407.51,82909,37,2080,0,1,0
49516,9763,2004,42407.51,82909,40,2080,0,1,0
49520,12054,1986,35785.36,661264,29,2080,0,1,0
49521,5100,1988,20281.85,516536,27,2080,0,1,0
49523,7346,1984,25178.84,64276,25,2370,0,0,0
49524,1022,1988,19544.33,588479,25,2318,0,1,0
49527,298,1991,27559.19,230440,27,1976,0,0,0
49528,9560,2008,52576.36,176865,43,2080,0,0,0
49529,298,1992,28374.69,224257,28,2024,0,0,0
49530,5282,1988,27749.26,483870,28,1920,0,0,0
49531,10376,1989,49266.01,63613,26,1820,0,0,0
49532,5720,1996,11122.21,317909,36,1695,0,1,0
49533,471,1990,6676.2390000000005,675948,31,800,0,1,0
49534,12005,2006,37868.3,169419,44,2080,0,0,0
49536,5720,2000,31661.75,335815,40,2300,0,1,0
49537,12000,1986,30815.17,622479,27,2080,0,1,0
49538,712,1989,31671.01,651100,30,1837,0,1,0
49539,4451,2004,48484.93,670156,41,2080,0,1,0
49540,9268,1986,20675.99,104634,25,1365,0,1,0
49541,9809,2008,28367.08,118612,48,2080,0,0,0
49542,5053,1992,29531.06,544159,29,2080,0,1,0
49543,9923,1987,46065.5,110772,29,3160,0,0,0
49544,9530,1990,41726.49,152843,30,1985,0,1,0
49545,11808,1988,35489.55,516349,28,2080,0,0,0
49548,11784,1989,14076.0,453746,27,960,0,1,0
49550,3775,1993,28528.37,525429,32,2080,0,1,0
49552,6887,2008,72943.93,154741,47,2080,0,1,0
49554,3090,1988,42407.51,596901,28,2044,0,0,0
49555,9778,2010,45000.0,125302,50,1880,0,0,0
49556,1807,2012,58889.15,150342,53,600,1,1,0
49560,4438,1996,7179.388000000001,528929,33,945,0,1,0
49562,5009,1994,50022.49,531261,33,1924,0,0,0
49564,971,1991,28827.6,475192,29,2080,0,0,0
49568,6564,1989,31671.01,82584,32,2530,0,0,0
49569,8340,1996,30586.08,89904,38,2080,0,1,0
49570,3090,1986,20874.79,599727,25,1820,0,0,0
49572,3858,1989,21993.75,508248,27,2212,0,0,0
49573,1305,1984,7973.298000000001,594259,27,1223,0,1,0
49574,6358,1991,10409.97,100120,28,1960,0,1,0
49576,7442,1996,27805.53,222782,39,2080,0,0,0
49577,9320,2006,62753.19,218120,46,1820,0,0,0
49578,8129,1987,44146.1,161453,26,2080,0,0,0
49579,12027,1996,23634.7,533987,34,2080,0,1,0
49580,9320,1996,37537.46,176740,36,1820,0,0,0
49582,12036,1985,28374.2,121503,26,2150,0,1,0
49583,2342,1989,23753.25,510948,27,2080,0,1,0
49589,4627,1988,40563.7,755428,31,1960,0,1,0
49591,1804,1993,30188.75,516828,33,1324,0,1,0
49592,915,1991,30832.72,150151,27,2060,0,1,0
49595,12000,2010,31000.0,734444,51,1664,0,1,0
49596,1435,1993,9056.625,170932,33,889,0,0,0
49598,9233,2008,25982.22,86205,46,2080,0,1,0
49601,8854,1994,27953.75,59079,32,2080,0,0,0
49602,4474,2006,33215.91,568676,45,2080,0,1,0
49603,8782,1984,23869.54,370400,26,2000,0,0,0
49606,5767,1989,22873.5,69318,27,2120,0,0,0
49607,262,1986,29821.14,539484,25,2080,0,1,0
49609,1730,1992,37302.39,650436,34,2080,0,1,0
49610,5331,1991,5124.907,535818,30,720,0,0,0
49611,9866,1987,36468.52,73305,25,2120,0,0,0
49614,4890,1989,21114.0,580114,31,2080,0,1,0
49616,10185,2008,96245.46,118222,50,560,0,1,0
49617,6931,1988,40563.7,297970,30,3120,0,0,0
49618,95,2014,47905.51,584752,54,2080,0,0,0
49619,5231,1993,15094.38,433333,30,1820,0,1,0
49620,5803,1988,13459.77,95776,27,864,0,1,0
49621,3817,2012,12347.72,827906,54,1152,0,1,0
49622,8921,1985,27360.84,135946,25,1640,0,0,0
49624,3042,1998,39465.8,471989,36,2080,0,1,0
49627,3042,1989,32550.76,491415,27,2080,0,1,0
49628,12054,1992,46627.99,641423,35,2088,0,1,0
49631,4,1987,33589.43,604364,25,1851,0,0,0
49632,1730,1991,28827.6,648921,33,1520,0,1,0
49633,3687,1986,29821.14,479395,25,2381,0,0,0
49634,10448,2008,12157.32,144342,43,1820,0,0,0
49635,7120,1986,27435.45,149458,26,2080,0,0,0
49637,6949,1991,30429.13,195428,30,1820,0,1,0
49638,4675,1994,45608.74,487792,34,1864,0,1,0
49639,8413,2000,5065.88,163400,37,1905,0,1,0
49640,4425,1996,36147.19,547218,36,3120,0,0,0
49641,9867,1988,21093.13,78126,25,2369,0,0,0
49642,12092,2000,32928.22,586837,40,2080,0,1,0
49644,11808,1990,37720.75,512869,30,2270,0,1,0
49646,9376,2004,34632.09,98285,41,1840,1,0,0
49648,9560,1992,38856.66,167560,28,1610,0,0,0
49651,4249,1998,37459.07,635950,35,2080,0,0,0
49652,2444,1993,43018.97,537442,28,2170,0,1,0
49653,10126,1990,15021.54,101531,32,1305,1,0,0
49654,6515,2006,56261.48,146450,42,1000,0,0,0
49656,5350,1996,23634.7,479589,35,4160,1,0,0
49657,6652,1989,31671.01,72668,25,2434,0,0,0
49660,179,2000,37994.1,618340,41,2080,0,1,0
49661,724,1991,11261.98,517248,30,1315,0,1,0
49663,37,1986,30417.56,625352,27,2080,0,1,0
49664,6812,1985,37291.81,133115,27,1820,0,0,0
49665,8700,1984,23112.07,223849,25,2080,0,0,0
49666,10127,1990,15856.07,115618,31,1953,0,0,0
49670,4890,1985,20267.29,558991,27,2072,0,1,0
49672,8700,1986,21940.4,228703,27,2080,0,0,0
49676,550,1994,8091.874,710921,35,864,0,1,0
49677,11958,1989,33430.51,694889,25,1840,0,0,0
49678,12215,1986,41367.88,153402,29,2042,0,1,0
49679,7120,1996,41708.3,160182,36,2080,0,0,0
49681,7241,1994,35310.0,109993,32,1756,0,1,0
49683,6887,1990,41726.49,139332,29,2080,0,0,0
49684,10472,1990,20028.72,147619,25,1760,0,0,0
49685,3091,1991,38436.8,702374,27,3680,0,0,0
49688,1111,2004,53102.55,784996,47,2080,0,1,0
49689,4451,2012,52240.37,712680,49,2236,0,1,0
49690,9927,1994,42666.24,106994,36,2080,0,0,0
49693,2473,1992,45058.18,552496,28,2055,0,0,0
49694,1605,1987,17274.56,515992,28,1635,0,1,0
49696,3837,1996,25928.66,537865,33,2080,0,0,0
49697,2592,1994,23245.75,517733,31,2080,0,0,0
49699,5606,1996,23634.7,469945,34,2280,0,1,0
49702,10329,1993,39382.73,108911,30,1820,0,1,0
49704,2523,1993,12830.22,566217,34,1976,0,1,0
49705,12215,1985,21888.67,149547,28,1871,0,1,0
49706,2592,1993,20226.46,511294,29,2080,0,1,0
49707,7750,1993,36226.5,78113,32,1840,0,1,0
49708,1263,1992,18651.2,552349,31,1596,0,1,0
49711,1131,2000,40527.04,183908,41,2080,0,0,0
49714,867,1994,58849.99,654985,30,1255,0,1,0
49717,712,1993,31698.19,685522,34,1927,0,1,0
49718,8921,1987,37428.22,137501,27,2080,0,0,0
49719,12284,1990,43395.55,82842,28,2430,0,1,0
49720,1399,2008,63825.94,132120,45,2080,0,0,0
49721,12284,2000,56991.15,96892,39,2340,0,1,0
49723,10221,1985,20267.29,109823,26,1716,0,1,0
49726,10360,1990,41726.49,128709,31,3263,0,1,0
49727,665,2008,16209.76,630742,43,1300,0,1,0
49728,9341,1993,25660.44,167791,33,1307,0,0,0
49729,952,1989,70380.02,533701,25,2080,0,0,0
49730,5009,1991,51249.07,512580,30,2068,0,0,0
49732,9660,1985,41629.01,117869,27,1976,0,1,0
49733,2993,1990,5007.179,442586,27,698,0,1,0
49735,12038,1990,30043.07,603259,26,3496,0,0,0
49737,7276,2004,39249.71,222520,41,2080,0,0,0
49741,8700,1985,21280.65,226239,26,2080,0,0,0
49742,12161,1991,25624.54,103019,29,2340,0,1,0
49743,4174,2014,36850.39,212372,54,2600,0,0,0
49744,12042,2008,14110.6,679928,45,1170,0,1,0
49746,841,1985,7296.223000000001,564456,26,1880,0,0,0
49747,2752,2008,30393.3,735983,51,2080,0,1,0
49748,3036,1993,51320.88,603139,35,1851,0,1,0
49749,1233,1991,33632.2,610438,31,2695,0,1,0
49754,9320,1994,34477.27,162649,34,1400,0,0,0
49755,9359,2006,17311.22,153616,45,1300,0,0,0
49756,9359,2012,43691.95,159857,53,2080,0,0,0
49757,1808,1985,46614.76,517600,26,2080,0,1,0
49758,852,1990,13352.48,693729,30,840,0,1,0
49760,3846,1991,33632.2,596914,27,2080,0,1,0
49762,5741,1998,32107.77,90703,36,2428,0,1,0
49763,9415,1990,36719.31,114485,25,2137,0,1,0
49766,4493,1990,56748.03,668628,32,3170,0,1,0
49767,1484,2008,43563.73,173920,47,2110,0,0,0
49768,9560,1989,33430.51,158336,25,2196,0,1,0
49769,9560,1990,37553.84,161901,26,2214,0,1,0
49772,3919,1989,52785.01,507339,25,2017,0,0,0
49773,9560,2000,51925.27,174277,36,2080,0,0,0
49774,5518,2000,15197.64,168842,36,2080,0,0,0
49775,1730,1987,31616.29,637620,29,2035,0,0,0
49776,3725,1984,41964.73,583170,26,1800,0,1,0
49777,5331,1986,33797.29,554728,25,2080,0,0,0
49778,5350,2000,27482.4,515645,39,2080,1,0,0
49783,7586,1998,53512.96,94476,40,1800,0,1,0
49784,5282,1985,16213.83,473717,25,1800,0,0,0
49786,3069,1994,20019.98,163029,34,2080,0,0,0
49787,6017,1993,18963.06,200756,30,2080,0,1,0
49790,5231,1991,19218.4,430769,28,880,0,1,0
49791,1131,2014,39614.17,206587,55,2080,0,1,0
49793,10376,1990,46733.67,65001,27,1750,0,0,0
49796,10376,1994,52964.99,66393,31,1820,0,0,0
49797,10127,2004,30014.48,123596,44,1664,0,0,0
49798,10376,2014,63566.92,88784,51,1820,0,0,0
49801,12073,1986,29821.14,488649,25,1583,0,1,0
49803,1131,2006,40032.21,201594,47,2080,0,0,0
49806,9320,1987,46065.5,162953,27,2075,0,0,0
49807,9575,2000,12664.7,88239,43,720,0,1,0
49808,3349,1989,17595.0,447539,28,1632,0,0,0
49810,1646,1990,63424.27,142718,26,2025,0,0,0
49811,2746,1986,17892.68,478589,26,2276,0,1,0
49812,9620,1992,24868.26,279671,32,2080,0,1,0
49814,3042,1992,34193.86,472361,31,2080,0,1,0
49815,12061,1987,17274.56,651360,29,1600,0,1,0
49816,10456,1988,33188.48,73397,30,2080,0,0,0
49817,1986,2000,20263.52,517827,37,2575,0,1,0
49818,3606,2012,28494.75,663522,51,2080,0,0,0
49819,12042,2012,25873.23,761156,49,1923,0,1,0
49820,2083,1988,25813.27,766644,31,2131,0,1,0
49823,7241,2010,61868.0,126023,47,720,0,1,0
49824,5121,2008,44252.65,742454,49,2040,0,0,0
49825,62,1996,38927.74,623584,31,2080,0,1,0
49826,1605,1985,14187.1,510156,26,1984,0,1,0
49828,8938,1986,23856.91,108644,26,2214,0,1,0
49829,4249,1996,36147.19,614702,33,2080,0,1,0
49832,522,1990,35050.25,227808,28,3275,0,0,0
49833,5331,1992,8703.892,537462,31,1140,0,0,0
49835,5232,1998,7484.915,501625,34,1778,0,0,0
49838,12161,1989,22873.5,97844,27,2080,0,1,0
49842,7305,1985,26347.47,270219,27,2180,0,0,0
49846,7120,1998,42810.36,165373,38,1760,0,0,0
49847,57,1985,24320.74,564759,26,2075,0,0,0
49848,2140,1991,33632.2,536782,27,2080,0,1,0
49850,5388,1988,29500.88,476331,25,1605,0,1,0
49851,3641,1987,15355.17,479870,27,1488,0,0,0
49853,5179,2006,24884.89,672937,43,2296,0,0,0
49855,452,1996,7025.066999999999,548472,31,1768,0,1,0
49857,8854,1992,27976.79,55569,30,2080,0,0,0
49858,1130,1986,27833.06,165260,26,2080,0,1,0
49859,12284,1994,41194.99,78731,33,2252,0,1,0
49860,10376,2012,56989.5,85425,49,1820,0,0,0
49862,7371,1988,42407.51,172899,25,2685,0,0,0
49864,1655,2012,11397.9,926243,55,1664,0,1,0
49866,12469,1986,11928.45,128109,27,760,1,1,0
49868,5231,1994,22068.75,455000,31,1972,0,1,0
49869,4627,1989,41348.26,765680,31,2080,0,0,0
49871,6812,1987,38387.91,135659,29,1855,0,0,0
49873,6711,2014,59881.88,104603,51,2080,0,1,0
49877,2284,1992,26422.53,625397,31,2045,0,1,0
49878,9702,1984,30214.6,75876,26,2080,0,1,0
49879,3122,2014,23492.12,675472,52,1560,0,1,0
49882,1552,2000,20263.52,649088,43,1000,0,1,0
49883,1131,1986,15904.61,165260,27,704,0,0,0
49884,12235,1988,27657.07,53627,28,3380,0,0,0
49886,9320,1992,27976.79,165668,32,1175,0,0,0
49892,1263,1991,19218.4,550659,30,2456,0,1,0
49894,9867,1990,20996.77,77260,27,1680,0,0,0
49895,12229,1986,26811.19,161803,25,2080,0,0,0
49896,7898,1990,28374.01,59958,30,1980,0,1,0
49898,706,2008,34632.09,815535,50,1200,0,0,0
49899,9359,2008,34445.74,151120,47,1870,0,0,0
49900,1111,2010,72000.0,836157,53,3120,0,1,0
49902,9709,1986,23856.91,70275,27,2301,0,0,0
49903,2706,1988,12906.63,98006,26,2252,0,0,0
49904,10379,2006,48687.82,172850,45,2340,0,0,0
49905,256,1987,13435.77,490774,25,1216,0,1,0
49906,8193,1991,19218.4,217533,32,1260,0,1,0
49908,6644,1986,7699.816999999999,244839,25,1985,0,1,0
49909,1131,1991,20819.94,165566,32,1959,0,1,0
49911,4525,2010,18000.0,610956,46,1416,0,0,0
49912,2668,2000,31661.75,179748,42,2600,0,0,0
49913,2731,1992,17096.93,486493,30,2080,0,1,0
49914,9229,1994,38195.12,105841,30,2080,0,1,0
49915,5113,1992,23314.0,527103,32,2080,0,1,0
49917,9117,1993,45283.13,142694,34,2080,0,1,0
