,person,year,PPamount,labinc,wt,famsize,educ,hours,married
481,6518,2000,17222.872,88652.9,111142,1,18.0,1800,0
482,667,1998,17222.872,53512.96,581222,5,14.0,2600,1
483,2073,1990,17222.872,17615.26,665290,4,12.0,2040,1
484,4014,2004,1154.403169,57720.16,690466,4,12.0,2600,1
485,8862,1993,1154.403169,37735.94,121328,2,16.0,2120,1
486,11960,2006,1154.403169,21639.03,185119,5,17.0,2080,1
487,4588,1985,1154.403169,41345.27,526352,5,9.0,2080,1
488,4944,1986,1154.403169,19880.76,789160,1,16.0,4013,0
489,1603,1998,1154.403169,34783.42,696291,4,17.0,2970,1
490,667,2002,5455.931472,66683.61,608460,5,14.0,2444,1
491,4086,1986,5455.931472,21868.83,617445,4,16.0,2080,0
492,3228,1990,5455.931472,42561.02,497239,1,16.0,2399,0
493,1174,1996,5455.931472,192935.6,882015,4,16.0,2184,1
494,2032,1994,5455.931472,32367.5,572154,4,12.0,2269,1
495,12396,1984,5455.931472,28326.19,266905,2,14.0,2635,1
496,2831,1988,5455.931472,33188.48,678864,1,12.0,2049,0
497,210,1993,5455.931472,46792.57,477391,1,16.0,1980,0
498,1108,1984,5455.931472,31473.55,786358,1,11.0,1734,0
499,7099,2002,3637.287648,113968.3,215820,4,18.0,2080,1
500,6750,1988,3637.287648,42407.51,126404,1,16.0,2545,0
501,2019,2002,3637.287648,42407.51,855442,4,16.0,4160,1
502,2437,1990,3637.287648,53409.91,498292,2,14.0,2805,1
503,1606,1984,3637.287648,25178.84,525418,2,12.0,1900,1
504,796,1987,3637.287648,53743.08,606990,2,16.0,2080,1
505,972,1990,3637.287648,28374.01,488164,2,12.0,2080,0
506,4049,1998,3637.287648,26756.48,592109,6,11.0,2080,1
507,2437,1986,3637.287648,34791.32,504049,2,14.0,2565,1
508,2047,2008,3637.287648,45589.96,978999,1,13.0,2860,0
509,344,1986,3637.287648,35188.94,505082,3,16.0,2020,0
510,2724,1994,3637.287648,89746.23,554698,3,17.0,4450,1
511,1143,1985,3637.287648,30400.93,687756,6,16.0,2326,0
512,4281,2000,3637.287648,67122.91,690025,1,12.0,3120,0
513,940,2004,3637.287648,67122.91,633428,3,12.0,2080,1
514,12156,1992,3637.287648,54399.32,81403,1,16.0,2080,0
515,4569,1990,3637.287648,65093.33,156946,4,12.0,2676,1
516,4340,1994,3637.287648,42666.24,140678,1,11.0,2288,0
517,3062,1986,3637.287648,85723.84,732850,1,16.0,2080,0
518,1510,1992,3637.287648,20205.46,691039,2,16.0,2080,0
519,5097,1993,3637.287648,60377.5,622342,1,12.0,2860,0
520,8908,1992,3637.287648,27976.79,94220,3,12.0,2912,1
521,4289,2012,3637.287648,326578.3,520533,4,20.0,2600,1
522,1889,1993,3637.287648,24905.72,510336,1,13.0,2655,0
523,3022,1989,3637.287648,58063.51,663696,1,16.0,2295,0
524,246,1990,3637.287648,50071.79,624488,2,17.0,2500,1
525,4303,2002,3637.287648,50922.03,539307,3,12.0,2250,1
526,9829,1987,3637.287648,42226.71,71808,2,12.0,2544,1
527,3205,1991,3637.287648,41639.87,783965,1,16.0,2320,0
528,2815,1992,3637.287648,35748.13,560922,4,13.0,2740,1
529,4750,2008,3637.287648,35748.13,747443,3,12.0,2600,1
530,4508,1993,3637.287648,60377.5,729839,1,16.0,2319,0
531,5660,1990,3637.287648,55078.97,622315,1,12.0,2398,0
532,2010,2002,12124.29216,133367.2,919707,4,19.0,2340,1
533,9876,1993,12124.29216,61886.94,119196,4,13.0,3440,1
534,9,2004,12124.29216,63492.18,833444,4,14.0,2600,1
535,3830,2014,12124.29216,41456.69,648984,3,12.0,2600,1
536,8863,1988,12124.29216,39457.42,85940,4,13.0,2964,1
537,11920,2010,70000.0,312324.0,641362,4,16.0,2184,1
538,3932,1988,70000.0,36619.8,174927,1,12.0,2080,0
539,1023,2006,70000.0,86556.13,819040,4,16.0,2600,1
540,4892,1994,70000.0,57378.74,515156,4,16.0,2750,1
541,883,2010,70000.0,36000.0,709902,3,15.0,2756,0
542,9,1988,70000.0,33188.48,691916,2,13.0,2600,1
543,883,1994,70000.0,63263.74,617872,1,15.0,2510,0
544,4989,1992,70000.0,66833.45,502020,2,16.0,3263,1
545,4611,2004,70000.0,66833.45,854939,4,16.0,3640,0
546,17,1984,70000.0,37768.25,988990,2,13.0,2340,0
547,4247,2006,70000.0,97375.64,578798,4,13.0,2600,1
548,9373,1985,70000.0,26347.47,131863,4,16.0,3570,0
549,1868,1984,70000.0,17835.01,647590,4,13.0,2510,1
550,2630,1996,70000.0,94538.8,521785,2,17.0,2600,1
551,1125,1994,70000.0,58849.99,124983,3,13.0,2808,1
552,695,1991,70000.0,40839.1,583801,1,12.0,2815,0
553,695,1992,70000.0,44918.3,573176,1,12.0,2644,0
554,6861,1991,70000.0,14413.8,191935,1,12.0,1236,0
555,4247,2012,70000.0,18996.5,605252,1,14.0,1248,0
556,7260,1998,70000.0,66891.2,197934,6,15.0,2600,0
557,9847,2008,70000.0,121573.2,93286,1,19.0,2132,0
558,3381,2012,70000.0,74086.34,719915,3,12.0,2600,1
559,2833,1991,70000.0,40038.34,797552,4,12.0,2080,1
560,729,1998,70000.0,197957.8,791540,5,12.0,3328,1
561,12103,1994,70000.0,61792.49,154926,5,10.0,2635,1
