person,year,PPamount,labinc,wt,famsize,educ,age,hours,male,married,race_white,race_black
4793,2000,,113982.3,522399,2,16,37,2340,1,1,1,0
2335,1993,,45283.13,650033,5,13,36,2340,1,1,1,0
7492,1992,,27976.79,199009,6,12,29,3330,0,1,0,1
671,1987,,49904.29,153026,1,16,25,1880,1,0,0,1
4016,2002,,14549.15,222054,2,13,44,2080,0,0,0,1
1003,1994,,80918.74,553291,2,16,30,2880,1,1,1,0
10010,2002,,37585.3,130656,2,20,38,2600,0,1,0,1
8235,1987,,30710.33,138105,6,13,29,2080,0,1,0,0
11918,2002,,72745.75,560470,5,17,40,1560,0,1,1,0
5450,1989,,12668.4,105012,2,12,28,1736,0,1,1,0
10266,1989,,73899.02,110385,4,16,32,3083,1,1,1,0
1789,1991,,12812.27,466368,6,12,27,865,0,1,1,0
6539,1986,,41550.78,90195,2,16,27,2430,0,1,1,0
2707,1990,,14687.73,166771,4,12,26,2840,1,0,0,0
94,2002,121.2429216,50922.03,750639,2,10,45,2236,1,1,1,0
4201,1990,,56748.03,188079,2,13,29,3120,1,0,0,1
2858,1992,,34193.86,585939,2,12,29,4003,1,1,1,0
2997,1998,,62208.81,641322,4,12,39,2496,1,1,1,0
2866,2004,,103896.3,612509,3,13,42,2860,1,1,1,0
2236,1992,,52223.35,463675,4,16,29,2630,1,1,1,0
5530,2002,848.7004512,15131.12,670812,2,12,43,1248,0,1,1,0
57,1987,,34357.18,583143,2,12,28,2080,0,0,1,0
9191,1993,,19622.69,87765,3,12,32,3410,1,0,0,1
3180,1988,,68220.77,671296,1,18,30,2340,1,0,1,0
2991,1991,,43241.4,443597,2,16,28,2400,0,1,1,0
9667,2008,13170.43153,311858.6,97998,4,17,47,2080,1,1,0,0
93,1994,,25011.25,526847,3,12,30,2080,1,1,1,0
3159,1992,,20205.46,480789,1,15,32,2122,1,0,1,0
8126,1991,,15374.72,154406,1,12,28,1340,0,0,0,0
4252,2002,,48497.17,776648,3,14,38,1872,0,1,1,0
1072,1987,,40307.31,225149,1,18,26,2080,1,0,0,1
2456,2000,,8865.29,612066,2,11,38,3640,1,0,1,0
7271,2000,,94985.25,337293,4,20,42,2080,0,0,0,1
2653,1992,,24868.26,113767,6,6,32,2600,1,1,0,0
3380,1994,,77976.24,548838,2,14,34,2704,1,1,1,0
3294,2000,,81054.09,564456,1,18,40,2080,0,0,1,0
924,1988,,36876.09,570918,2,16,26,2332,1,1,1,0
1803,2002,,38797.73,481440,4,17,40,2392,0,1,1,0
41,1994,,88274.98,532747,2,15,32,2784,1,0,1,0
474,2004,,40404.11,523484,4,12,43,2080,0,0,1,0
1062,1998,,72242.49,801652,6,12,40,2496,1,1,1,0
1062,1989,,66861.02,736459,3,12,30,3125,1,1,1,0
273,1991,,48046,679529,1,15,32,2080,1,0,1,0
1062,1988,,,722133,3,12,30,2600,1,1,1,0
1142,1988,,73752.19,169709,4,16,30,2451,1,1,0,0
925,1990,,75107.69,656279,4,16,32,2386,1,1,1,0
2566,1994,,22068.75,499890,3,14,34,1955,0,1,1,0
12437,1990,,53409.91,89185,4,16,33,2340,1,1,1,0
3315,1991,,16015.33,207897,11,13,33,2392,0,1,0,1
2462,2002,,19156.38,601048,4,11,43,2184,0,1,1,0
2445,1984,,32732.49,561395,4,12,25,3364,1,1,1,0
4668,1992,,140389.1,510610,3,16,31,3764,1,1,1,0
12139,2010,,41600,697985,2,12,46,2080,1,1,1,0
4532,1996,,93148.52,149483,2,16,37,2080,1,1,0,0
4511,2008,,131704.3,749438,3,14,48,2080,1,1,1,0
67,1996,,192935.6,824526,4,18,38,2740,1,1,1,0
11854,2002,,76383.04,162836,4,16,42,2392,0,1,0,1
693,1984,,50357.67,629487,4,12,25,3588,1,1,1,0
11796,1996,,62562.44,183112,2,16,33,2600,1,0,0,1
9091,1992,,65279.19,84468,3,17,32,2730,1,1,0,1
8627,2002,1212.429216,21823.73,318196,4,12,45,2080,1,1,0,1
2464,1992,,,464817,3,13,32,2420,1,1,1,0
2464,1998,,197957.8,506238,3,13,38,2080,1,1,1,0
1138,1988,,55314.14,893013,2,16,31,3730,1,0,1,0
5255,1991,,24950.29,476291,3,10,31,2155,0,1,1,0
2464,2010,,,566056,3,13,49,2080,1,1,1,0
2591,1996,,15293.04,508559,2,12,33,2200,0,0,1,0
953,1989,,24633.01,546270,1,12,30,1880,0,0,1,0
2835,1996,,26415.25,792384,4,12,37,2080,0,1,1,0
5129,1989,,26392.51,573161,1,16,25,1941,1,0,1,0
1423,2002,,50922.03,697367,6,12,44,2080,0,1,1,0
1054,1987,,38387.91,656128,4,12,26,2544,1,1,1,0
3516,1996,,50049.95,642196,1,12,33,2080,1,0,1,0
7733,2012,1424.737433,33243.88,96925,1,12,52,1750,1,0,0,0
244,1987,,10984.7,700033,4,12,29,1312,0,1,1,0
5401,1987,,113987.2,496934,3,12,26,2300,1,0,1,0
778,1993,,45283.13,808690,2,16,28,2340,1,0,1,0
8458,1990,,26704.96,114676,1,12,31,2510,1,0,1,0
3829,1998,,112377.2,604334,6,12,39,3120,1,1,1,0
11785,1993,,31698.19,123086,7,12,31,2024,0,1,0,0
162,1996,,100099.9,581714,5,17,35,2860,1,1,1,0
2551,2000,,43788.2,507391,3,16,38,2080,0,1,1,0
9701,1987,,38387.91,99745,1,16,28,3808,1,0,1,0
2470,1988,,77439.8,407670,3,12,25,2080,1,1,1,0
3400,2004,,86580.23,725370,2,12,43,2080,1,0,1,0
934,1992,,42742.32,734707,3,16,34,3018,1,1,1,0
2991,1994,,51493.74,459466,2,16,31,2470,0,1,1,0
3594,1998,,20067.36,648788,5,12,39,3000,0,1,1,0
1050,1991,,49647.54,504437,2,15,29,1896,0,1,1,0
2470,2004,,47330.53,534142,6,12,41,3328,1,1,1,0
816,2006,,31376.6,729163,3,16,48,2080,0,0,1,0
9295,1991,,35922.39,113737,4,14,28,3325,1,0,0,1
1007,1988,,105325.5,694983,4,12,30,2420,1,1,1,0
4833,2000,,96251.72,556385,2,17,37,2080,0,1,1,0
7650,1988,,29500.88,90289,1,15,27,2000,1,0,0,1
9538,2000,,13931.17,120307,6,9,37,3000,1,0,0,0
788,1998,,,594085,3,16,39,2684,0,1,1,0
6745,1996,,44488.85,132220,3,12,32,2080,0,0,0,0
6130,2004,,113131.5,214739,3,14,45,2628,0,1,0,1
3623,1991,,61659.04,449269,3,16,29,3120,1,0,1,0
5699,2000,,82320.55,822131,4,13,41,2080,1,1,1,0
3519,1990,,21697.78,564874,1,12,31,2160,0,0,1,0
1363,1988,,73752.19,608112,3,16,30,2505,1,1,1,0
649,1988,,75595.99,661173,4,17,31,2080,1,1,1,0
4046,2002,,27885.87,1044687,1,12,43,2760,1,1,1,0
3500,1994,,50022.49,153629,7,16,36,3550,0,1,0,0
2475,2002,7274.575296,60621.46,503561,3,12,39,2080,1,1,1,0
4975,2002,,67532.3,1002137,1,18,44,3224,0,0,1,0
3159,1987,,32629.73,488217,1,14,26,1960,1,0,1,0
49,1996,,43364.11,676848,4,14,38,2080,0,1,1,0
8641,1996,,20854.15,105293,2,12,36,3040,0,0,0,1
547,1984,,25178.84,925793,3,11,26,864,1,1,1,0
726,2002,,58196.6,580955,5,15,40,2288,0,1,1,0
218,1996,,192935.6,806871,4,16,38,2340,1,1,1,0
2189,2004,,46176.13,569069,5,16,42,2340,1,1,1,0
910,1984,,50357.67,159429,1,16,25,3008,1,0,0,1
5664,1990,,25035.89,169042,5,9,29,2600,1,0,0,1
672,2002,,32190,185098,1,16,38,3370,1,0,0,1
3224,1989,,56304.01,702320,3,18,30,2310,1,1,1,0
1318,1989,,22873.5,641816,3,8,31,2288,1,0,1,0
4761,1985,,12160.37,493098,2,12,27,2675,0,1,1,0
9258,1990,,28374.01,122416,4,11,32,2170,1,1,0,0
3521,1992,,46627.99,579225,4,14,29,2600,1,1,1,0
1925,1993,,,628628,3,12,32,3690,1,1,1,0
3367,2000,,37994.1,496211,1,20,38,2976,0,0,1,0
2538,2002,,7274.575,524784,5,12,42,884,0,1,1,0
3395,1993,,54339.75,650664,2,15,30,3776,1,1,1,0
8227,1987,,32629.73,94395,4,15,25,2130,0,0,0,0
12082,2002,,,766015,1,12,42,935,1,1,1,0
570,2012,14247.37433,113979,938739,4,16,49,2704,1,1,1,0
6165,1989,,28152.01,186761,1,12,27,2156,1,0,0,1
1763,2002,,49875.7,148266,2,16,40,2600,1,1,0,0
1875,1993,,78490.75,649919,3,17,32,2228,1,1,1,0
4503,2002,,36372.88,459309,1,11,40,2600,1,0,1,0
1918,1994,,57378.74,546059,4,12,33,1976,1,1,1,0
1096,2000,,34194.69,1084965,4,12,43,2600,1,1,1,0
1035,2002,,,698983,2,12,38,760,0,1,1,0
941,1990,,51740.85,669190,4,13,32,2080,1,1,1,0
1034,2002,,31523.16,192945,6,7,44,2080,0,0,0,1
2016,2002,,50922.03,596381,4,17,41,2132,0,1,1,0
2977,2004,,57720.16,475063,1,12,41,2132,1,0,1,0
2297,2010,,12000,725481,1,12,53,990,0,0,1,0
2987,1984,,40705.79,650519,3,16,25,1820,0,0,1,0
1912,1993,,37735.94,531932,3,13,32,2569,0,1,1,0
3505,2004,6926.419013,31168.88,715559,4,13,45,1200,0,1,1,0
10436,2012,,71236.88,102067,2,12,55,780,0,1,0,0
4517,1996,,90367.98,516463,6,16,36,2650,1,1,1,0
888,1991,,51249.07,814152,4,12,33,2856,1,1,1,0
890,1998,,197957.8,921811,5,19,39,3120,1,1,1,0
4844,1996,,19463.87,577456,2,13,32,2840,0,1,1,0
8390,2000,,65856.45,123818,5,14,37,2600,1,1,0,0
9669,1992,,69941.98,119715,4,16,28,2450,1,1,0,0
3816,1996,,68123.55,553418,2,16,32,3120,1,1,1,0
3275,1989,,61582.51,554034,4,16,28,1207,1,0,1,0
2485,2010,,24000,676199,2,11,46,2600,0,1,1,0
2542,2002,,10911.86,516542,4,13,40,1435,0,1,1,0
7430,2000,,50658.8,514934,2,12,40,2080,0,1,0,0
4871,1991,,48046,433103,4,16,30,2158,0,1,1,0
4185,2002,,60621.46,200941,4,13,42,1664,0,1,0,0
2842,1986,,39761.52,1059666,1,14,29,1860,1,0,1,0
5029,1998,,197957.8,638940,3,16,36,2600,1,1,1,0
11227,2008,,25327.75,280295,2,12,48,2500,1,1,1,0
5803,2012,,20896.15,109356,1,12,52,2080,0,0,0,0
5031,1994,,21186,575686,3,14,30,2156,1,1,1,0
1028,2008,,8611.436,159437,1,11,45,850,1,0,0,1
2743,1996,,,132399,4,14,34,770,0,0,0,1
9296,1996,,28848.24,120841,2,10,39,1960,1,0,0,0
6954,1985,,36481.12,273928,4,14,26,3778,1,1,0,0
8388,1986,,34592.52,103911,4,8,27,2881,1,1,0,0
9521,2002,,27885.87,212127,4,12,44,2080,0,1,0,1
3519,1987,,,546251,1,12,28,2250,0,0,1,0
2246,2002,,19398.87,661683,2,13,42,2080,0,0,1,0
3645,1996,,114002.7,737813,4,13,37,3060,1,1,1,0
285,2000,,29128.81,125391,5,10,39,2080,0,1,0,0
79,1993,,152374.7,593753,4,18,33,2756,1,1,1,0
5097,2000,,113982.3,723459,3,12,39,3120,1,1,1,0
2488,2010,200,28000,699739,1,11,52,2496,0,0,1,0
710,1985,,20267.29,640046,1,16,26,2980,1,0,1,0
1523,1994,,30896.25,300407,1,12,29,2080,1,0,0,1
1023,1996,,55611.06,689649,2,16,37,2695,1,1,1,0
1023,1987,,113987.2,653599,1,16,28,2940,1,0,1,0
6049,2002,,38797.73,207949,3,13,41,2392,0,0,0,1
8106,1988,,36876.09,112416,1,8,31,2427,1,0,0,0
4229,1985,,40534.57,620076,1,15,25,2600,1,0,1,0
3305,2002,,42435.02,166644,2,17,38,3276,0,1,0,0
5941,2002,,42435.02,168881,3,13,43,2080,0,0,0,1
456,1991,,24023,690365,1,18,32,660,1,0,1,0
722,1992,,44296.59,723020,2,11,33,2360,1,1,1,0
7116,2002,,63046.32,221417,2,16,43,2080,0,0,0,1
3806,2002,,9699.434,667787,4,14,44,1248,0,1,1,0
4668,1991,,130494.5,504649,3,16,30,3724,1,1,1,0
5322,1996,,69513.83,704455,5,12,38,624,1,1,1,0
502,1993,,60377.5,557346,4,12,33,2319,1,1,1,0
2939,1988,,64533.16,644041,3,15,30,2950,1,1,1,0
2491,1992,,41965.19,514864,4,16,29,2409,1,1,1,0
3089,2006,,14065.37,1218116,1,15,46,1750,1,0,1,0
8333,1998,,9364.768,96156,1,12,35,1260,1,0,0,0
3664,1993,,22641.56,127885,3,16,35,3484,1,1,0,0
3192,2002,,33948.02,314578,3,12,43,2080,1,0,0,1
1514,1994,,42666.24,729998,1,12,34,2900,0,0,1,0
9667,1992,,140389.1,81839,4,17,32,2080,1,1,0,0
1585,1988,,33188.48,493063,3,12,26,2818,1,1,1,0
5660,2000,,58257.62,665396,3,12,40,2600,1,1,1,0
1577,1996,,65343,553119,4,12,35,2468,1,1,1,0
903,1996,,65343,592637,2,14,34,2860,1,1,1,0
949,1993,,37735.94,473699,3,12,30,2134,0,0,1,0
7651,2002,,58196.6,115312,2,15,39,2080,0,1,0,1
4968,2002,,67896.04,655600,2,14,38,2080,0,0,1,0
698,2002,,5577.174,681301,1,10,43,1092,0,0,1,0
5187,1993,,28279.31,609043,1,13,32,2600,1,0,1,0
1788,1993,,52226.54,574492,1,12,29,3076,1,0,1,0
1870,2000,,15197.64,650247,3,14,39,1745,0,1,1,0
4805,1993,,46792.57,534139,1,14,31,2080,1,0,1,0
9701,1989,,43987.51,99145,1,16,30,3725,1,0,1,0
8748,1988,,6453.316,247146,3,,28,1826,0,1,1,0
758,1998,,14716.06,227076,2,12,38,1800,0,0,0,1
1843,2008,162097.6188,311858.6,1021295,5,17,50,2340,1,1,1,0
1057,2002,121.2429216,14549.15,326471,2,11,45,1482,0,0,0,1
2332,1992,,26422.53,617652,1,15,33,2080,1,0,1,0
1501,1998,,40134.72,770183,6,17,35,3328,1,1,1,0
9315,2006,1298.341882,75736.61,212600,1,14,43,1820,0,0,0,1
2491,2008,1519.665176,48122.73,647902,5,18,45,2340,1,1,1,0
952,2004,577.2015844,17316.05,664089,3,12,40,735,0,1,1,0
9425,2000,,88652.9,103988,1,16,36,2040,1,0,0,0
7488,1984,,33571.78,313294,1,16,25,2080,1,0,0,1
8874,1989,,35190.01,136593,1,16,32,2080,0,0,1,0
75,1989,,47506.51,527521,1,16,27,2080,0,0,1,0
807,2004,,80808.22,625296,5,16,42,2200,1,1,1,0
2498,2006,,34622.45,1012594,4,12,48,3952,1,1,1,0
6737,1992,,40410.93,138477,1,16,32,3660,0,0,0,0
2535,1986,,28429.48,638342,4,12,28,2080,1,1,1,0
3707,1987,,72937.04,778325,5,16,28,2080,1,1,1,0
5543,1992,,69941.98,634652,2,17,30,2690,1,1,1,0
1010,1998,,,656954,4,16,34,3120,1,1,1,0
1296,1996,,50049.95,525012,3,12,34,2340,0,0,1,0
6225,1996,,29195.81,159981,6,12,32,2340,0,1,0,1
1139,1988,,44251.31,507181,2,16,27,2010,0,0,1,0
1009,1998,,36790.16,883503,1,12,40,1860,0,0,1,0
9198,1990,,10014.36,134853,1,14,33,542,1,0,0,1
4026,1996,,38232.61,603396,4,13,33,2080,0,1,1,0
3949,1989,,38533.06,201998,1,15,30,2880,1,0,0,1
2502,2008,8104.88094,96245.46,671763,5,17,45,2080,1,1,1,0
2502,2010,4000,108000,672618,5,17,48,2288,1,1,1,0
10540,1998,,22115.57,120604,3,11,36,2080,1,0,0,0
5531,2000,,126647,785984,5,12,43,2600,1,1,1,0
9701,1990,,51740.85,102892,1,16,31,2970,1,0,1,0
2504,1998,,18729.54,682616,1,12,37,1510,1,0,1,0
4251,2008,,72943.93,681992,2,12,45,2808,0,1,1,0
3400,1987,,65259.46,605266,2,12,26,2025,1,0,1,0
3602,1994,,73562.49,730484,5,12,37,3000,1,1,1,0
4889,1992,,77713.32,624270,1,14,34,2890,1,0,1,0
5251,2000,,40527.04,527707,4,12,39,2080,1,1,1,0
5539,2000,,24062.93,227778,4,12,35,3040,1,1,0,1
8267,1994,,48551.24,109902,7,9,37,2080,1,1,0,0
5151,1998,,28094.3,701542,3,12,39,2704,0,0,1,0
9885,1993,,27169.88,101673,4,12,35,2760,0,1,0,0
580,1996,,75074.93,710387,5,12,35,2080,1,1,1,0
13,1998,,55653.47,1183978,6,16,39,2080,1,1,1,0
5362,1998,,73580.31,501351,5,12,37,2600,1,1,1,0
995,2000,,28728.61,849599,1,12,43,3728,0,0,1,0
5495,2008,,57747.28,750077,3,12,48,2080,1,1,1,0
705,1985,,34454.39,634821,1,13,26,2496,1,0,1,0
9677,2006,17311.2251,74113.68,112088,5,16,44,3120,1,1,0,1
6616,1987,,39539.55,96315,4,16,28,2080,0,0,1,0
3072,2002,,,290205,1,12,38,640,1,0,0,1
9544,2000,,34194.69,157649,2,16,42,1045,0,0,0,1
4802,1994,,17655,492545,4,13,32,2350,0,1,1,0
1843,2000,,120314.7,885962,8,17,43,2340,1,1,1,0
5638,2002,,38797.73,177640,4,12,41,2080,1,1,0,1
8679,1991,,19218.4,108036,2,12,31,3507,0,1,0,1
5812,1985,,28374.2,91995,2,14,25,2230,0,1,0,0
6936,1988,,20281.85,277353,5,12,26,2872,0,0,1,0
984,1984,,23080.6,160918,1,16,25,2044,1,0,1,0
5669,1986,,39761.52,558493,3,12,28,2080,0,1,1,0
4833,1996,,79106.73,475948,1,17,33,2080,0,0,1,0
4111,2004,,123521.1,601126,3,11,40,2080,1,1,1,0
958,1988,,55314.14,639518,3,12,29,4836,1,0,1,0
958,1990,,61755.21,644329,2,12,31,4160,1,1,1,0
1487,2002,,27885.87,165437,2,13,39,2080,0,0,0,1
3002,2004,,49639.34,181947,6,9,40,2856,1,1,0,0
3357,2000,,273810.8,530797,5,18,35,3120,1,1,1,0
2339,2002,,109118.6,671844,4,19,42,1820,0,1,1,0
6737,1994,,64734.99,141231,1,16,34,2730,0,0,0,0
2912,2002,606.214608,58196.6,113083,5,12,39,4095,1,1,0,0
2512,1993,,152374.7,546729,2,12,30,2844,0,1,1,0
5882,1989,,19354.5,86692,2,12,28,2496,1,0,0,0
3934,2000,,40527.04,174191,1,12,39,3120,0,0,0,1
5028,1993,,95094.57,551953,4,16,34,2340,0,1,1,0
952,1991,,49647.54,544932,3,12,27,2080,0,1,1,0
2513,2004,,17316.05,731340,2,12,40,1560,1,0,1,0
922,1992,,66833.45,511506,4,12,32,2158,1,1,1,0
5248,2002,,116393.2,775691,4,14,44,2860,1,1,1,0
7372,2010,,150000,314528,3,16,45,2340,1,1,0,1
5803,1998,,19906.82,93821,4,12,37,2587,0,1,0,0
5648,1996,,21688.31,665721,6,13,37,2080,0,1,1,0
6779,1993,,61886.94,126348,3,14,33,2080,1,0,0,1
67,1987,,113987.2,748942,1,18,29,3640,1,0,1,0
976,1986,,33797.29,570127,1,16,28,2680,0,0,1,0
976,1985,,20267.29,555798,1,16,27,2600,0,0,1,0
1303,2000,,63323.5,576958,3,18,37,2288,1,1,1,0
960,1986,,61630.35,546899,1,15,25,3840,1,0,1,0
2189,2014,10133.8572,85677.16,584045,1,18,52,2340,1,0,1,0
1466,1991,,12491.96,725378,1,12,27,2258,1,0,1,0
6337,1992,,29531.06,184458,3,15,34,2792,0,0,0,1
4295,2002,,43647.45,757943,5,14,43,3972,0,0,1,0
12163,1990,,63424.27,284017,2,16,28,2080,1,1,0,1
10278,1989,,34310.26,54228,4,8,27,2340,1,1,1,0
317,1990,,35951.55,769690,2,16,31,2600,1,1,1,0
3957,2000,,91185.84,210041,1,12,39,3640,1,0,0,1
5611,1998,,22743.01,220831,6,13,33,2704,1,0,0,1
768,2002,,19398.87,796710,5,12,40,3269,0,1,1,0
2526,1991,,9609.201,432368,2,13,28,840,1,1,1,0
232,1990,,38388.37,635620,3,14,28,4792,1,0,1,0
3463,2010,500,70000,627707,1,16,46,1820,1,0,1,0
3551,2004,9235.22535,72727.4,584444,4,16,43,1560,0,1,1,0
9427,1988,,13828.54,92588,4,9,27,1911,1,0,1,0
6059,1996,,12512.49,259872,2,12,36,1690,1,0,0,1
1719,2002,,36372.88,235822,3,18,45,2340,0,1,0,1
1555,1990,,16690.6,684132,1,14,29,1468,1,0,1,0
139,2008,,70917.71,646420,2,15,44,2865,1,1,1,0
6027,1998,,33445.6,110123,3,13,35,1632,0,0,0,1
970,2008,,70917.71,619241,5,12,48,2695,1,1,1,0
6125,2006,41114.15961,302747.4,138323,5,18,42,2600,1,1,0,1
7717,1991,,42440.64,232281,4,13,30,2080,1,1,0,0
2522,2008,,45589.96,894501,2,12,49,2600,1,1,1,0
4205,2002,,26673.44,245053,2,12,41,3848,1,0,0,1
311,2006,,54097.58,860369,1,12,41,2080,1,0,1,0
2887,1990,,33381.2,985898,2,12,32,2280,0,1,1,0
640,2012,189.964991,53190.2,610716,4,12,49,3276,0,1,1,0
6430,1988,,33188.48,192911,3,11,30,2080,1,0,0,1
3809,1990,,65093.33,491869,1,16,28,3098,0,0,1,0
6067,1988,,33188.48,235966,3,12,25,1968,1,0,0,1
4532,1992,,140389.1,140571,2,16,33,2080,1,1,0,0
2414,1989,,12668.4,471391,1,13,27,1915,0,0,1,0
2133,2000,,44326.45,549769,3,14,38,2080,0,1,1,0
2272,2004,,63492.18,163208,2,12,43,2080,0,0,0,1
2169,1991,,32030.67,168950,1,13,30,2080,1,0,0,1
218,2000,,273810.8,871918,4,16,43,2340,1,1,1,0
2331,2014,14301.63629,102497.5,618870,1,18,52,2080,1,0,1,0
1023,1991,,67264.41,637265,1,16,32,2726,1,0,1,0
569,1998,,42810.36,742621,2,12,38,3640,1,0,1,0
3002,1990,,30043.07,149893,4,9,26,1952,1,1,0,0
2455,2000,,25329.4,734262,5,12,42,2080,1,1,1,0
6170,2002,,50922.03,235443,3,12,43,2080,1,0,0,1
6340,1998,,39465.8,187102,1,15,34,2080,1,0,0,1
6802,1992,,49736.52,120411,3,15,30,2860,1,0,0,1
4351,2002,,,722776,2,19,43,3380,0,1,1,0
5289,1993,,31698.19,532643,4,16,34,2080,0,1,1,0
8792,2002,,26673.44,113750,3,13,42,2120,1,0,0,1
7188,2002,,23036.15,277219,2,12,38,2080,1,0,0,1
807,1994,,71355.62,521581,4,16,32,2600,1,1,1,0
126,1998,,54850.78,768333,3,14,39,3068,1,0,1,0
1848,2004,,55411.35,134666,1,13,43,2340,0,0,0,0
3901,1993,,37735.94,604571,2,15,34,2340,1,0,1,0
5413,1990,,12818.38,154754,5,12,30,3640,1,1,1,0
9299,1998,,41472.54,165333,1,12,40,1924,1,0,0,1
4856,1996,,41708.3,429882,2,14,34,2080,1,1,1,0
281,2004,12698.43486,107359.5,749732,5,18,42,2496,1,1,1,0
862,2000,,31661.75,703628,4,11,41,2080,0,1,1,0
3289,1985,,38507.84,714151,3,16,27,2008,1,1,1,0
2433,2014,,28559.05,719977,3,14,51,2080,0,1,1,0
4802,1998,,37459.07,512043,3,13,35,3310,0,0,1,0
8361,2002,,84870.05,125380,2,14,43,2288,1,1,0,0
6466,1992,,55953.59,103281,3,12,31,2600,1,1,0,1
3812,2008,,151966.5,666510,2,16,48,2080,0,0,1,0
10077,1991,,20819.94,84277,4,12,29,2165,0,1,0,0
10179,2002,,20174.82,95661,1,12,41,2040,1,0,0,1
12069,1996,,52830.51,592380,4,16,31,3459,1,1,1,0
606,1989,,52785.01,635457,7,13,25,2600,1,0,1,0
4699,1996,,73684.66,635245,4,14,35,1560,1,1,1,0
383,1992,,38856.66,226148,3,12,32,2080,1,1,0,1
2566,1990,,25035.89,495050,3,14,30,3896,0,1,1,0
8627,2000,,24062.93,314176,4,12,43,2340,1,1,0,1
7703,2012,,128226.4,108758,4,17,52,2080,1,1,0,1
11872,2000,,44199.8,646568,5,14,39,4524,1,1,1,0
1180,1994,,52964.99,879182,4,13,36,2080,1,1,1,0
1733,2000,,124114.1,560106,3,16,39,2600,0,0,1,0
7664,1992,,55953.59,219931,1,13,28,2288,1,0,0,1
3414,1992,,73050.52,784614,3,16,35,2625,1,1,1,0
6855,1992,,26422.53,202427,2,16,31,2080,0,1,0,1
4238,2002,,72745.75,889267,6,15,43,3120,1,1,1,0
7443,2002,181.8643824,14549.15,178622,2,15,40,2080,0,0,0,1
1306,2014,,35929.13,555251,2,12,52,2080,0,0,1,0
4842,2012,2849.474866,39892.65,595388,3,19,48,1150,0,1,1,0
3920,1994,,16183.75,489140,1,12,32,1018,1,0,1,0
11986,1991,,57655.2,582123,2,16,30,2704,0,1,1,0
3289,1987,,47984.89,750397,4,16,29,2080,1,1,1,0
2746,2000,,,517419,3,13,40,2080,0,1,1,0
779,2000,,53191.74,702138,2,14,36,3620,0,0,1,0
3533,1996,,106356.2,960906,4,14,38,2652,1,1,1,0
7748,1994,,,76514,2,14,33,4703,1,0,0,0
6465,2014,,69094.48,99650,1,12,54,2990,1,0,0,1
9420,1994,,45608.74,132317,5,18,36,2080,1,1,0,0
9,1991,,40038.34,710536,3,14,28,2805,1,1,1,0
5451,1988,,39641.8,110182,1,12,26,2626,1,0,1,0
816,1993,,12830.22,598568,3,16,35,1329,0,1,1,0
2882,1993,,27169.88,601778,4,12,32,2182,1,1,1,0
2974,1994,,51493.74,496147,4,10,31,2404,1,1,1,0
4175,1992,,15542.66,140703,4,12,30,1420,0,1,0,1
6028,1994,,26482.5,105515,4,16,31,1500,0,0,0,1
5092,2000,,,724031,3,16,38,3120,1,0,1,0
5390,2008,,60786.61,935201,2,14,50,2808,1,1,1,0
1881,1987,,26871.54,720758,2,12,26,2696,1,0,1,0
2288,1993,,36226.5,583407,1,16,29,2425,0,0,1,0
2288,1994,,36781.25,592579,2,16,30,1600,0,1,1,0
28,1989,,37829.26,710338,1,12,25,2260,0,0,1,0
3017,1993,,152374.7,647244,4,18,34,3120,1,1,1,0
1279,2002,,27885.87,738562,5,15,43,1248,0,1,1,0
2708,1989,,21114,114925,4,12,29,2804,1,0,0,0
776,2010,1000,121000,1003369,2,17,48,2600,1,1,1,0
1789,1989,,42228.01,474378,4,12,25,2600,0,0,1,0
591,1998,,30101.04,115572,4,14,34,2080,0,1,0,0
327,1998,,197957.8,666204,1,16,39,3060,0,0,1,0
4737,2000,,48125.86,809929,2,16,40,2183,1,1,1,0
2577,1994,,41194.99,432919,3,12,33,2110,0,0,1,0
819,1987,,29750.63,712247,1,14,25,2080,1,0,1,0
12076,1990,,11683.42,608709,2,12,32,969,0,1,1,0
793,1986,,41749.59,698038,1,16,27,2130,1,0,1,0
3159,2012,,39892.65,632844,3,16,52,2080,1,0,1,0
9368,1994,,69148.74,108749,3,13,32,2890,1,1,0,0
4051,2002,,20005.08,684466,5,13,39,1600,0,1,1,0
4756,2008,55721.05646,311858.6,637692,3,18,44,2548,1,1,1,0
7932,1993,,33207.63,123789,5,12,29,1600,1,1,0,0
5983,1993,,49811.44,205922,2,16,31,2099,0,0,0,1
769,1988,,27657.07,763125,2,12,28,1484,1,0,1,0
166,2006,,88720.03,556936,3,13,44,2860,1,1,1,0
1942,1991,,9609.201,537256,1,14,31,2004,0,0,1,0
8868,1993,,48302,67275,6,10,29,2620,1,1,0,0
4051,2008,,24314.64,660283,4,13,44,2295,0,1,1,0
3483,2000,,25329.4,865799,3,13,40,2444,1,0,1,0
6267,1992,,27976.79,256071,1,16,31,2080,0,0,0,1
3797,2002,,42435.02,638894,2,14,38,2120,0,0,1,0
2343,1988,,28578.97,474444,1,14,27,2292,1,0,1,0
2619,2010,,,1071570,3,16,52,2600,1,1,1,0
180,1996,,66733.27,622894,6,16,39,2756,0,1,1,0
378,2000,,,178340,5,10,39,2820,1,1,0,1
3901,1996,,40318.02,652025,4,15,37,2340,1,1,1,0
4481,2002,,30310.73,682790,4,18,43,1600,0,1,1,0
