person,year,PPamount,labinc,wt,famsize,educ,age,hours,male,married,race_white,race_black
6760,1990,,15188.44,415752,3,12,26,1736,1,1,0,1
6760,1993,,30188.75,416446,3,12,29,500,1,1,0,1
8128,1991,,27226.07,94925,3,12,32,2670,1,0,0,1
8669,1990,,,105845,5,15,27,2960,1,0,0,1
1597,2000,,18997.05,535548,5,12,37,2600,1,0,1,0
6792,2008,,50655.51,96517,1,12,44,2080,1,1,0,0
6305,1991,,33632.2,99710,6,13,30,2192,1,1,0,1
10545,2000,,9209.771,116157,4,11,38,1200,1,1,0,0
4788,2008,1317.043153,62812.83,715602,4,12,48,2288,1,1,1,0
6792,1991,,48046,81553,3,12,28,1280,1,1,0,0
6792,2010,,54000,102972,1,12,46,2080,1,0,0,0
7940,2008,,114481.4,162141,5,14,49,3744,1,1,0,0
8936,1991,,19987.14,108829,1,11,27,2040,1,0,0,0
5651,1984,,35670.02,662720,3,16,25,2275,1,1,1,0
12433,1984,,16785.89,102072,1,18,26,1642,1,0,1,0
8402,2008,,29380.19,133443,5,15,45,2080,1,1,0,0
5443,1991,,16015.33,441381,4,12,29,2080,1,1,1,0
9091,1994,,69148.74,80360,3,17,34,2460,1,1,0,1
9854,2012,94.98249552,18996.5,91104,2,12,50,1040,1,1,0,0
3077,2004,,75036.2,375008,2,12,47,2521,1,0,0,1
3934,2012,,58889.15,194838,1,12,51,2392,0,0,0,1
7259,1998,,13378.24,165217,6,10,34,1715,0,0,0,1
4537,2000,,46859.39,201400,4,12,40,2080,0,0,0,1
6103,1996,,41708.3,195422,4,15,38,4420,1,1,0,1
9010,2006,,40032.21,136277,1,12,44,2080,1,0,0,1
12050,1990,,28374.01,244131,2,13,31,2642,1,0,0,1
4443,1990,,63424.27,695659,5,12,30,2288,1,1,1,0
2282,1990,,16690.6,537593,3,12,29,2080,0,0,1,0
1488,1989,,19354.5,194777,2,12,31,2080,1,1,0,1
8294,2004,,33477.69,158417,4,13,40,2080,0,0,0,0
8653,1998,,,151501,1,13,34,2080,1,0,0,1
9091,1996,,60059.95,82517,3,17,36,2600,1,1,0,1
6033,1991,,19218.4,180253,3,10,28,2002,0,0,0,1
5073,1991,,20339.47,178927,1,15,27,2080,1,0,0,1
9323,1998,,57526.43,164833,2,16,39,2717,0,0,0,1
10381,1996,,,137819,2,14,38,2088,1,1,0,0
4005,1986,,16276.38,217906,2,12,27,1560,0,0,0,1
1528,1993,,,243473,1,12,33,1680,1,0,0,1
2652,1990,,21697.78,176751,12,12,25,2080,0,0,0,0
7124,2008,,5065.551,211312,3,12,49,704,0,1,0,1
4788,1993,,42264.25,615642,3,12,33,2080,1,0,1,0
11867,1991,,17616.87,538742,4,13,28,2005,0,0,1,0
8653,2010,,40000,164241,2,13,45,2107,1,1,0,1
7207,1986,,,160836,6,8,26,2080,0,1,0,0
5698,1998,,40134.72,947166,3,13,40,2080,1,1,1,0
7640,2012,,45591.6,283581,2,12,53,2080,1,0,0,1
5443,1990,,15021.54,141926,4,12,28,2080,1,1,1,0
5443,1996,,17378.46,436168,4,12,34,2340,1,1,1,0
5443,2004,,19624.85,512307,3,12,42,2600,1,1,1,0
5443,2006,,,497174,2,12,44,2080,1,1,1,0
5443,2014,,20267.71,525789,2,12,53,2080,1,1,1,0
5679,1992,,23314,670282,3,13,32,744,1,0,1,0
1060,1993,,6792.469,737488,5,12,33,1155,1,1,1,0
9324,1994,,32367.5,110522,1,12,32,2080,1,0,0,1
6792,2014,,36850.39,109506,1,12,51,2184,1,0,0,0
11942,2012,712.3687164,60019.44,601455,2,12,49,2080,1,1,1,0
7222,1991,,19218.4,110758,6,12,31,1215,1,0,0,1
7222,1992,,19428.33,111253,7,12,32,2655,1,0,0,1
7222,2010,,29000,118214,2,12,49,2964,1,1,0,1
7222,1996,,13902.76,108684,4,12,35,1800,1,1,0,1
3934,2010,,50000,191001,1,12,49,2080,0,0,0,1
7422,1993,,40754.82,102674,2,14,29,2220,0,1,0,0
7252,1998,,,224652,3,12,40,2080,0,0,0,1
6141,1986,,25844.98,131476,8,12,26,2352,1,0,0,1
7222,2008,,29380.19,120069,2,12,47,3400,1,1,0,1
3521,1988,,29500.88,564288,1,14,25,2470,1,0,1,0
7787,1996,,22244.42,186985,4,12,34,2080,1,1,0,0
6594,1989,,29911.51,76844,1,12,26,2288,1,0,0,1
7265,2010,,30000,150631,2,13,46,2120,1,1,0,1
7265,2012,,20896.15,161675,2,13,49,1640,1,1,0,1
9848,1993,,33207.63,117022,1,14,28,1940,1,0,0,0
6162,1989,,21114,187459,2,13,25,1880,1,1,0,1
1414,1998,,,155657,5,8,38,2240,0,1,0,0
9854,2010,,15000,92314,1,12,47,1820,1,0,0,0
10423,2010,428,30000,247544,1,12,52,1116,1,0,0,1
8976,1987,,,137596,3,12,27,2080,1,1,0,1
1122,1986,,41749.59,146095,5,15,28,2080,1,1,0,0
7222,2000,,18997.05,122154,5,12,40,2120,1,1,0,1
8012,1986,,33797.29,76979,2,13,26,2200,1,0,1,0
9313,2000,,17730.58,161183,3,14,37,2080,1,0,0,0
12550,1987,,19193.96,192081,2,12,30,2080,1,0,1,0
2276,2008,,44982.09,596111,5,14,43,2120,1,1,1,0
9879,1993,,7547.188,102654,4,16,30,540,1,1,0,1
4788,1990,,41726.49,606829,4,12,30,2654,1,0,1,0
6603,2012,,23745.62,109259,2,14,50,2080,1,1,0,1
150,1985,,21280.65,617400,3,12,25,3414,1,0,1,0
3657,2010,150,30000,474988,2,12,49,2080,1,1,1,0
9759,2008,,36471.96,212463,1,16,43,2080,0,0,0,1
1425,1998,,41472.54,517348,3,12,35,2496,1,1,1,0
2219,1988,,22494.42,444731,4,12,25,2176,1,1,1,0
11221,1987,,12284.13,290008,2,12,28,1720,1,0,0,1
4051,1993,,16603.81,576932,5,13,30,2040,0,1,1,0
4902,1984,,12589.42,546223,3,11,25,1596,1,1,1,0
3297,2004,,,182470,1,12,46,520,1,1,0,1
7811,1989,,26392.51,161204,7,12,27,1680,1,1,0,1
3657,1990,,8001.472,142221,4,11,29,3056,1,1,1,0
6792,2012,,52240.37,101622,1,12,49,2184,1,0,0,0
6079,1991,,30429.13,410300,4,12,33,2520,1,1,0,1
6594,1988,,27657.07,76373,1,12,25,2306,1,0,0,1
4443,1992,,59839.25,664025,5,12,32,2645,1,1,1,0
6724,1989,,,165439,1,14,30,1036,1,0,0,1
5797,1987,,13435.77,89722,4,15,26,2510,0,0,0,0
8140,2012,759.8599642,53190.2,107448,3,12,51,2080,0,0,0,0
7787,1990,,28374.01,165525,3,12,29,2120,1,0,0,0
6316,1986,,17892.68,203530,2,12,27,2364,1,0,0,1
8935,2008,,25327.75,84493,3,13,45,1240,1,1,0,0
7640,2006,,,261031,3,12,46,2080,1,1,0,1
4786,2000,,50658.8,546847,1,12,36,3120,1,0,1,0
6103,2004,6926.419013,53102.55,224388,2,15,45,3720,1,0,0,1
8929,2012,,32294.05,140211,6,12,50,2808,1,1,0,0
10129,2000,,35461.16,106251,2,11,39,2080,0,1,0,1
8936,1990,,28374.01,109668,2,11,26,1360,1,0,0,0
7675,1993,,37735.94,218463,6,12,29,3136,1,1,0,1
6079,1992,,25489.97,409179,4,12,34,2640,1,1,0,1
9939,1988,,46095.12,113691,1,16,29,2245,0,0,0,0
4537,2004,,,209121,3,16,44,2080,0,0,0,1
9639,1988,,40379.32,84980,4,14,26,2270,1,1,0,0
8929,2014,115.1574682,,153012,4,12,52,2184,1,1,0,0
9010,2008,,48629.29,138610,1,12,46,2080,1,0,0,1
4977,2006,,5409.758,1131662,1,8,46,588,1,0,1,0
2345,1990,,11683.42,475209,3,12,26,1040,1,1,1,0
5998,2010,,17000,229708,4,16,51,1880,0,0,0,1
4217,1988,,48676.45,790907,7,12,30,2080,1,1,1,0
5998,2012,,14247.37,238240,5,16,54,2080,0,0,0,1
5998,2004,,28860.08,242688,4,14,46,2080,0,0,0,1
6494,1992,,15853.52,119141,1,10,33,2600,1,0,0,1
8361,1986,,44731.7,98523,2,14,27,2174,1,1,0,0
2548,1988,,44251.31,524198,3,12,27,2224,1,0,1,0
6421,2004,,32323.29,127245,1,12,43,3380,1,0,0,1
7252,2000,,12664.7,253232,3,12,43,1920,0,0,0,1
5443,1987,,17274.56,141642,4,12,25,1880,1,1,1,0
12298,1990,,58417.09,72374,3,12,27,2080,1,1,1,0
81,1991,,6406.134,604095,1,16,26,705,1,0,1,0
5966,2010,,17383,417162,1,12,52,1680,1,0,0,1
7675,1992,,18651.2,219931,6,12,28,1413,1,1,0,1
6305,1990,,32546.66,98831,6,13,29,2080,1,1,0,1
6494,1988,,16594.24,112311,1,10,29,2264,1,0,0,1
6345,2006,,15147.32,229115,5,12,48,2080,0,0,0,1
1097,1987,,19193.96,988236,6,14,29,1756,1,0,1,0
4005,1988,,23969.46,222242,4,12,29,2080,0,0,0,1
5731,1996,,24746.92,75935,4,12,36,2080,1,1,0,0
5981,1985,,16213.83,291273,2,12,25,1728,1,0,0,1
1802,2004,,37760.53,645571,1,12,40,1664,1,0,1,0
5950,1988,,12906.63,170732,9,11,28,1040,1,0,0,1
8980,1992,,,169700,4,12,33,2024,1,1,0,1
8117,2008,,31912.97,91599,3,12,44,2222,0,0,0,0
7222,1989,,43987.51,111253,1,12,28,880,1,0,0,1
1350,2008,506.5550587,8611.436,667853,4,13,45,2000,1,1,1,0
6770,1989,,38709.01,186943,4,10,26,1940,1,1,0,1
357,1986,,50099.51,591798,1,16,28,2360,1,0,1,0
3852,2008,,10131.1,590089,2,12,43,1496,1,0,1,0
6910,2012,379.9299821,23745.62,326419,3,12,49,1360,1,0,0,0
3219,1989,,51025.51,619570,2,14,28,2920,1,1,1,0
11844,2006,135.2439461,21755.88,245891,1,15,44,676,1,0,0,0
2276,2010,3500,72000,609407,5,14,45,2080,1,1,1,0
4788,2006,973.7564118,71408.8,747693,5,12,46,2496,1,1,1,0
5304,1987,,30710.33,656320,2,13,30,2080,1,1,1,0
8285,1984,,23080.6,117368,2,14,25,2080,1,0,0,0
274,1986,,12904.6,140231,2,12,25,1644,1,0,1,0
1060,1988,,36876.09,691324,3,12,28,2876,1,1,1,0
4537,1998,,36790.16,200158,4,12,37,2288,0,0,0,1
150,1996,,34756.91,702658,2,12,36,3776,1,0,1,0
7811,2010,700,33000,202715,2,12,47,2080,1,1,0,1
302,1994,,,111047,4,12,34,2080,1,1,0,0
3934,2006,324.5854706,45441.96,190047,1,12,45,2340,0,0,0,1
10381,1987,,67178.85,139826,6,14,28,2110,1,1,0,0
9313,1988,,14750.44,133221,5,13,25,1675,1,0,0,0
3934,2004,,34632.09,184648,1,12,43,2600,0,0,0,1
7845,1987,,23032.75,186759,3,13,25,818,1,1,0,1
2673,1985,,12160.37,141741,7,4,26,1570,1,1,0,0
12129,1985,,20267.29,190285,1,16,25,2390,1,0,0,1
11798,2004,,24242.47,238266,5,15,43,2080,0,0,0,1
8723,1993,,27169.88,75305,4,15,32,2080,1,0,0,0
9324,1996,,22244.42,116423,3,12,35,2120,1,1,0,1
1432,1991,,35233.73,200127,3,16,30,2080,1,1,0,1
5318,2004,,20779.26,589861,1,14,42,765,1,0,1,0
8361,1993,,66415.25,106302,2,14,34,2080,1,1,0,0
12050,1988,,25813.27,245146,2,13,29,1640,1,0,0,1
7265,2008,,25327.75,148846,2,13,44,2080,1,1,0,1
6988,1987,,23032.75,170824,3,15,26,2080,1,1,0,1
12550,1985,,18240.56,182803,3,12,27,2000,1,0,1,0
6380,2008,,15196.65,176547,1,12,48,2600,0,0,0,1
2344,1994,,63263.74,424780,1,14,32,2534,1,0,1,0
11818,1992,,17096.93,493103,2,10,29,544,0,0,1,0
12050,1992,,27976.79,245912,1,13,33,3955,1,0,0,1
9313,1990,,13352.48,133881,4,14,27,2080,1,0,0,0
7940,1993,,67924.69,126756,5,14,34,3744,1,1,0,0
4083,2000,,,615518,1,12,36,2332,0,0,1,0
11827,1993,,15849.09,197633,6,12,33,2080,0,0,0,1
8294,2008,2026.220235,40694.61,156623,4,13,44,2080,0,0,0,0
6380,2004,,16722.68,173984,1,12,45,2080,0,0,0,1
3073,2010,,15000,171094,3,12,49,2080,0,0,0,1
3333,1987,,22840.81,659335,2,12,25,1024,1,1,1,0
9803,1986,,49701.89,121817,2,12,26,2416,1,0,1,0
6808,1990,,10014.36,105264,3,12,26,1790,1,0,0,0
9010,1987,,26871.54,114999,7,12,25,2024,1,0,0,1
625,2008,,16209.76,199881,2,12,49,1920,1,1,0,1
9460,1985,,8106.915,54877,2,16,27,780,0,1,1,0
87,2004,,,224954,1,12,41,1240,1,0,0,1
6603,2010,,24000,102010,2,14,48,1664,1,1,0,1
8653,2004,,,180069,2,13,39,2096,1,1,0,1
8361,1994,,64734.99,112583,2,14,35,2080,1,1,0,0
10468,2012,,22795.8,154306,1,15,52,2080,0,0,0,0
12129,1988,,27657.07,185651,1,16,28,1600,1,0,0,1
8669,1988,,33188.48,99480,4,15,25,1040,1,0,0,1
6450,2008,,12157.32,151724,1,12,45,970,0,0,0,1
9334,1989,,49266.01,199454,4,13,26,2392,1,1,0,0
5443,1988,,18438.05,140219,4,12,26,1928,1,1,1,0
6494,1989,,15835.5,107596,1,10,29,2400,1,0,0,1
11854,1987,,23032.75,149657,1,16,27,2080,0,0,0,1
3657,1989,,26392.51,140720,8,11,29,1600,1,1,1,0
9569,1989,,17595,87031,1,13,25,1720,1,0,0,1
2177,1988,,40135.94,671267,1,12,28,2120,1,0,1,0
7940,2004,,70418.59,163925,5,14,46,3744,1,1,0,0
9517,2010,,23000,131066,1,12,51,2160,0,0,0,0
11942,2014,921.2597457,62504.71,619760,2,12,51,2095,1,1,1,0
2548,2000,,53191.74,617939,1,12,39,2340,1,0,1,0
11942,2008,759.8325881,43563.73,578807,4,12,44,2080,1,1,1,0
4056,1996,,54220.79,640231,4,16,35,2392,1,1,1,0
11832,2010,,,181045,4,13,50,3544,0,0,0,0
9091,1993,,67924.69,83188,3,17,33,2340,1,1,0,1
9631,1984,,32520.57,162092,2,16,25,2080,0,0,1,0
9848,2000,,45592.92,129502,3,14,35,676,1,1,0,0
2665,1998,,14716.06,135131,3,12,36,2080,1,1,0,0
8238,2014,,26656.65,160638,4,14,53,3180,1,1,0,0
4895,1989,,17595,532223,2,16,25,1435,1,1,1,0
6792,2006,,37868.3,96847,1,12,42,1840,1,1,0,0
10129,1994,,23540,100105,2,11,33,2552,0,0,0,1
1802,2010,,20400,725341,1,12,46,2080,1,0,1,0
479,1993,,44981.24,613354,4,12,30,2688,1,1,1,0
6955,2000,,,234403,4,12,40,1044,1,1,0,0
9313,2008,,19755.65,156128,3,14,44,2000,1,0,0,0
2548,2004,,46176.13,630576,1,12,43,2080,1,0,1,0
8238,1991,,36835.27,109745,2,14,29,2132,1,1,0,0
9323,1992,,37302.39,159992,4,16,33,2080,0,1,0,1
2856,1998,,26756.48,736323,2,14,38,3340,0,1,1,0
4537,2006,,,218439,3,16,46,2080,0,0,0,1
8285,1985,,24320.74,118280,2,14,26,2080,1,0,0,0
2548,1994,,39723.75,532168,3,12,33,2080,1,1,1,0
9015,1990,,40057.43,114557,8,9,32,4433,1,1,0,1
7487,1987,,24952.14,424162,2,12,29,1890,1,1,0,1
9015,1993,,29584.98,115033,9,11,35,2080,1,1,0,1
7811,2012,474.9124776,37993,217120,2,15,50,2000,1,1,0,1
4786,1998,,30769.95,539105,1,12,34,2947,1,0,1,0
8361,1990,,58750.9,101699,2,14,31,2080,1,1,0,0
8541,1998,,,133897,1,14,39,2080,1,0,0,1
8200,2008,,5926.694,131067,8,12,48,2472,1,1,0,0
2856,2000,,12664.7,772620,2,14,40,2232,0,1,1,0
4788,1987,,38387.91,588269,5,12,27,2304,1,1,1,0
8669,2008,,37485.07,118132,6,18,45,3744,1,1,0,1
2344,2012,,9498.25,551895,1,14,50,2028,1,0,1,0
9256,2012,,56419.6,83365,3,12,50,2080,0,0,0,0
7422,1992,,45073.73,101915,2,14,29,2658,0,1,0,0
7298,1984,,35670.02,205321,3,15,25,3565,1,0,0,1
6603,1998,,23411.92,98583,3,12,35,2040,1,0,0,1
1384,2008,,28367.08,159437,1,12,45,2080,1,0,0,1
12224,1986,,5556.672,107259,1,14,25,1991,1,0,0,1
6911,2004,,40404.11,457864,4,12,39,2080,1,0,0,0
8653,1994,,26482.5,136673,1,13,30,2440,1,0,0,1
12192,1989,,35190.01,240384,2,10,30,2094,1,1,0,1
9313,2006,108.1951569,17311.22,156661,3,14,42,2000,1,0,0,0
7811,2014,921.2597457,41456.69,224729,1,16,52,2080,1,0,0,1
799,1990,,48402.73,606534,4,12,26,2627,1,0,1,0
9757,2014,,31322.83,189836,3,13,53,2080,0,0,0,1
8238,2010,,38890,143569,4,14,48,2080,1,1,0,0
12218,1988,,23047.56,90716,3,12,25,2270,1,1,0,0
11942,2010,911.76,61826,604458,4,12,46,2080,1,1,1,0
5073,1993,,20830.24,170472,1,15,29,2662,1,0,0,1
9639,1989,,40468.51,85369,4,14,27,2310,1,1,0,0
8976,1988,,33188.48,139162,3,12,28,2080,1,1,0,1
61,1989,,20506.98,490817,2,14,26,2142,0,1,1,0
9010,2004,,38095.3,145093,1,12,43,3120,1,0,0,1
9517,2012,,25170.36,131473,1,12,53,2340,0,0,0,0
709,2010,,,480686,2,12,49,684,1,0,1,0
9757,2006,540.9757843,64917.09,183600,3,13,44,2860,0,0,0,1
9759,2010,,35000,219781,1,16,45,2040,0,0,0,1
8669,1992,,49736.52,103594,2,15,29,2256,1,0,0,1
3349,1993,,21132.13,424014,2,12,31,1529,0,1,1,0
7640,2004,,50793.74,280506,3,12,44,2080,1,1,0,1
302,1996,,20854.15,116380,4,12,36,2080,1,1,0,0
2951,1988,,23969.46,179689,2,10,29,2080,1,0,0,1
9388,1998,,9364.768,97686,3,12,34,1608,0,0,0,0
2496,1993,,27924.6,707877,3,12,36,2080,0,1,1,0
8361,1987,,47025.2,103576,2,14,28,2106,1,1,0,0
9256,2014,,64488.18,88401,2,12,52,2080,0,0,0,0
8497,1989,,17595,169156,7,12,27,2080,1,0,0,1
9324,1988,,21388.13,106296,1,12,27,2272,1,0,0,1
7273,1994,,35310,309103,2,15,34,3060,1,0,0,1
6603,1994,,27953.75,83830,5,12,31,1725,1,1,0,1
4788,2010,6100,74000,748414,4,12,50,2288,1,1,1,0
8402,2004,,27705.68,135872,5,15,41,2080,1,1,0,0
5731,1994,,,72456,4,12,34,1120,1,1,0,0
7259,2008,,34445.74,176865,5,10,43,4004,0,0,0,1
2344,1988,,64533.16,409048,2,14,26,904,1,0,1,0
10423,2006,,,243629,1,12,48,2100,1,0,0,1
11942,2006,,42196.11,604841,4,12,42,2098,1,1,1,0
4977,2000,,20136.87,1037924,1,8,40,2080,1,0,1,0
8238,1993,,63396.38,112994,2,14,31,2084,1,1,0,0
11844,1988,,13275.39,214568,1,15,26,2030,1,0,0,0
9760,1991,,20819.94,137244,4,12,30,2083,1,1,0,1
9313,1989,,10557,130227,5,14,26,1480,1,0,0,0
11832,2012,284.9474866,,187555,5,13,53,2340,0,0,0,0
4204,2004,,6926.419,305078,7,15,45,1820,1,0,0,1
1802,1992,,19311.76,546161,6,12,28,2600,1,1,1,0
10423,2008,,23301.53,232167,1,12,50,2080,1,0,0,1
479,1990,,33047.38,613685,3,12,27,2074,1,1,1,0
6603,2008,,25327.75,96893,2,14,46,1976,1,1,0,1
1340,1988,,14750.44,642436,4,12,31,2178,1,1,1,0
150,1987,,35508.82,650682,2,12,27,4000,1,0,1,0
9323,2000,,48125.86,170002,1,16,41,2912,0,0,0,1
9848,1994,,17655,117790,2,14,30,2860,1,0,0,0
9121,2008,,8104.881,88294,1,14,47,1632,1,0,0,1
8669,2000,,45592.92,116499,3,17,37,2224,1,1,0,1
5443,1989,,15835.5,140233,4,12,27,1856,1,1,1,0
6103,1990,,22532.31,192995,2,15,32,1056,1,0,0,1
1350,2010,,24000,697452,4,13,47,2080,1,1,1,0
6104,1985,,20267.29,216666,3,12,25,2617,1,0,0,1
11664,2006,,17311.22,484922,2,12,47,715,1,0,0,1
10129,1996,,31976.36,102240,1,11,35,2784,0,0,0,1
6902,1988,,20281.85,292160,4,12,25,2080,1,0,0,1
8653,1991,,25624.54,136216,1,13,27,2080,1,0,0,1
9015,1991,,56053.67,117536,8,9,33,3684,1,1,0,1
8402,2010,,30000,135644,5,15,47,2120,1,1,0,0
8653,1992,,27976.79,136826,1,13,28,2080,1,0,0,1
2344,1991,,51249.07,409850,3,14,29,1740,1,0,1,0
7710,1994,,33618.06,115998,3,12,32,2080,0,0,0,1
5443,2012,,18996.5,511299,2,12,51,2080,1,1,1,0
4117,1989,,17595,137483,6,12,28,2117,1,1,1,0
8541,1996,,25024.98,120685,1,14,37,2240,1,0,0,1
6666,1998,,14716.06,188152,2,12,36,1872,0,0,0,1
8653,2000,,37994.1,162287,1,13,36,2080,1,0,0,1
11827,1991,,24023,203141,6,12,31,2080,0,0,0,1
6902,1993,,22641.56,303294,1,12,30,2000,1,0,0,1
7301,1998,,40134.72,204240,2,12,34,3380,1,1,0,1
7689,1984,,31473.55,277774,2,14,25,2579,0,0,0,1
8653,2012,,47491.25,166281,2,13,48,2340,1,1,0,1
4762,2008,,8307.503,511495,1,12,46,1924,0,0,1,0
11890,1984,,29375.31,134571,6,6,25,2456,1,1,0,0
12186,1994,,26482.5,225385,4,12,32,1930,1,0,0,1
2950,1989,,7038.001,482872,1,14,25,1746,1,0,1,0
4636,2010,,120000,814255,2,14,49,3380,1,1,1,0
223,2006,,51933.68,294101,6,12,43,2080,1,1,0,1
767,1989,,36949.51,482996,1,9,27,2080,1,0,1,0
9009,1991,,8007.667,123854,3,12,30,520,1,0,0,1
6133,1994,,35310,118226,1,10,36,2080,1,0,0,1
448,1998,,,588922,1,12,34,2580,1,0,1,0
2729,1986,,12922.49,513288,4,11,25,2501,0,0,1,0
11890,1985,,34251.71,135616,5,6,26,2694,1,1,0,0
1613,1991,,9609.201,550225,3,13,27,1020,1,0,1,0
1557,1991,,16015.33,532156,5,12,29,1916,1,1,1,0
2327,1998,,8026.943,447938,2,12,35,1300,1,0,1,0
8566,1985,,15938.19,64289,5,11,27,2080,0,0,1,0
1760,2004,,,160657,2,15,44,2080,0,0,0,1
10116,1989,,14427.9,91354,3,12,28,1850,0,1,0,1
2153,2006,,12983.42,604175,4,12,43,1924,0,0,1,0
5217,1992,,12569.35,105449,2,10,28,872,1,0,0,0
7860,1996,,26415.25,128567,5,12,32,2080,1,1,0,1
2021,1993,,11773.61,647977,4,12,35,1660,0,0,1,0
6427,1994,,10298.75,141314,3,12,33,2080,0,0,0,1
7280,2000,,40527.04,307441,1,12,39,2496,1,0,0,1
2021,1992,,10237.95,644137,4,12,34,1506,0,0,1,0
4923,1993,,12075.5,569529,2,10,29,1600,1,1,1,0
8501,1986,,13916.53,224907,1,10,27,2080,1,0,0,1
5217,1994,,19126.25,109397,2,10,30,2446,1,1,0,0
7280,1998,,34783.42,275794,1,12,37,2496,1,0,0,1
6214,1992,,27976.79,121671,1,12,29,2080,0,0,0,1
8243,2012,,42742.12,113780,3,12,51,2184,0,1,0,0
7081,1988,,18438.05,103137,4,13,25,2424,0,1,0,1
5460,1984,,,167120,2,12,25,2130,0,0,0,1
5929,1992,,20205.46,162198,4,10,30,2800,1,0,0,1
7072,1991,,29628.37,99922,1,12,32,2100,1,0,0,1
8581,1989,,15835.5,95521,3,12,30,3637,1,0,0,1
2945,2012,,66487.75,570772,1,13,50,520,1,0,1,0
6494,1986,,7952.303,115623,3,10,26,2994,1,0,0,1
5178,2008,,28367.08,771368,3,13,47,2600,1,1,1,0
5581,2012,,43691.95,705282,1,12,48,1560,0,0,1,0
619,1996,,24329.84,774458,7,12,38,752,0,0,1,0
7318,1990,,23366.84,311814,2,12,25,2150,1,0,0,1
4702,1990,,123982.8,547614,2,14,27,2252,1,1,1,0
6033,1988,,5531.414,182312,6,10,25,2124,0,1,0,1
2149,1992,,13988.4,639689,1,15,28,1085,1,0,1,0
11890,1987,,32629.73,148290,4,6,29,2451,1,1,0,0
1557,1988,,18438.05,531115,3,12,26,1370,1,1,1,0
223,2010,,58000,288535,5,12,47,1440,1,1,0,1
4702,1988,,59001.75,534467,1,14,25,2456,1,0,1,0
7072,1996,,16683.32,115811,4,12,37,2080,1,0,0,1
1329,2000,,8865.29,512165,1,9,38,2080,1,0,1,0
3332,1987,,8061.462,554809,1,13,25,1466,0,0,1,0
5187,2010,,42000,743209,1,13,49,2600,1,0,1,0
5073,2008,,96245.46,199296,1,15,44,2756,1,0,0,1
2511,1994,,14047.49,485151,2,12,33,1901,0,1,1,0
6254,1990,,25035.89,349422,3,12,28,2288,1,1,0,1
7931,1993,,7547.188,73344,4,12,31,1956,0,1,0,0
9880,2006,,18393.18,157933,3,13,42,2548,1,0,0,1
12516,1988,,,86933,9,12,28,1342,0,0,0,1
2347,2012,427.4212299,19946.32,187517,1,11,47,2080,0,0,0,1
639,1989,,41348.26,493912,1,12,25,2290,1,0,1,0
5703,1992,,66833.45,698848,3,14,32,2605,1,1,1,0
6254,1989,,26392.51,333827,3,12,27,2770,1,1,0,1
448,1991,,25624.54,553819,3,12,27,2080,1,0,1,0
893,1988,,7375.219,682065,4,12,29,721,0,1,1,0
893,1990,,6676.239,683631,4,12,31,728,0,1,1,0
9756,1986,,17892.68,192905,4,12,27,2120,0,1,0,1
1980,1998,,5351.295,565027,5,12,39,996,0,1,1,0
2835,1990,,25453.16,753149,4,12,31,1905,0,1,1,0
3401,1991,,51249.07,586654,4,13,30,2784,1,1,1,0
7280,1987,,21113.35,279489,13,12,27,2416,1,0,0,1
5087,1991,,12812.27,204347,1,12,29,1962,1,0,0,1
6689,1986,,21868.83,96172,4,12,28,2080,1,1,1,0
9442,1991,,29628.37,91446,4,14,29,1610,1,0,0,1
387,1988,,22125.66,201394,5,12,25,1800,1,0,0,1
4332,1989,,24633.01,602664,1,16,29,2198,1,0,1,0
8835,1989,,28152.01,126890,1,12,30,3305,1,0,1,0
6104,1993,,30188.75,223242,2,12,33,4080,1,0,0,1
5704,1987,,33589.43,559607,2,12,26,2271,1,0,1,0
12085,1992,,15542.66,443301,4,12,31,1880,0,1,1,0
2512,1988,,11062.83,563714,1,12,25,1115,0,0,1,0
5581,2014,,43833.54,705309,2,14,50,1900,0,0,1,0
6427,1996,,9731.936,144328,3,12,35,1664,0,0,0,1
396,1994,,14712.5,149629,2,12,31,1780,1,0,0,1
6825,2010,,22320,146870,2,16,51,1924,0,1,0,0
7860,1992,,29531.06,122736,5,12,28,2080,1,1,0,1
7133,1996,,16683.32,162448,1,12,35,2080,1,1,0,1
1002,1996,,16683.32,149397,3,12,33,1820,1,0,0,1
5678,1991,,35233.73,673949,1,13,33,1250,1,0,1,0
8838,1987,,34933,261340,2,12,28,2080,1,1,1,0
1557,1989,,24633.01,529142,2,12,27,1770,1,0,1,0
5961,2000,,6332.35,157497,1,11,36,1290,1,0,0,1
1557,1990,,15021.54,539297,6,12,28,1720,1,1,1,0
1148,1984,,24003.82,149502,1,11,25,2852,1,0,0,1
7336,1989,,8445.602,85781,1,14,31,1048,1,0,0,1
2149,1988,,14750.44,665446,1,15,25,1910,1,0,1,0
8173,1985,,26347.47,111737,3,,27,2080,1,1,0,0
5703,1986,,29821.14,660249,1,12,26,2736,1,0,1,0
10018,1985,,20084.88,107723,1,10,25,2340,1,0,1,0
5077,1998,,17300.74,140956,1,10,37,2496,0,0,0,1
7072,1993,,13222.67,103064,1,12,34,1984,1,0,0,1
2021,1991,,10214.58,644211,4,12,33,1456,0,0,1,0
7860,1998,,28094.3,135900,5,12,34,1924,1,1,0,1
2617,1990,,33381.2,137744,4,9,27,3064,1,1,1,0
